step,entropy
0,5545.177444479563
1,5341.56024096997
2,5173.222090618829
3,5070.6963334643415
4,4926.622905050577
5,4777.694587448005
6,4620.456508139729
7,4566.401321105145
8,4409.168385597914
9,4318.416984564088
10,4235.962771015622
11,4173.5961052923885
12,4110.551726315178
13,4056.5022551114625
14,4004.540227869122
15,3969.202299347569
16,3915.8494049084275
17,3873.5748604256405
18,3825.7671430427586
19,3814.6699294328523
20,3759.248454078326
