time,step,action,reward,entropy,state,next_state
0.0,1,"[0.05, 0.0, 0.0]",-0.035597564019447366,4632.540469357642,"[0.0, 2.5751189332164172e-05, 1.3400837670957757e-05, 2.8456849402616337e-07, 7.453513114002216e-06, -1.0978720977532457e-06]","[0.0, 1.2499228849577272e-05, 1.6713827791604483e-05, -5.453698719907709e-06, 7.453513114002216e-06, -1.0978720977532457e-06]"
120.0,2,"[0.0, 0.0, 0.0]",8.029901101860793e-06,4632.502726932968,"[0.0, 1.2499228849577272e-05, 1.6713827791604483e-05, -5.453698719907709e-06, 7.453513114002216e-06, -1.0978720977532457e-06]","[0.0, 1.2499228849577272e-05, 1.6713827791604483e-05, -5.453698719907709e-06, 7.453513114002216e-06, -1.0978720977532457e-06]"
240.0,3,"[0.0, 0.0, 0.0]",6.085195036243682e-07,4632.499866748111,"[0.0, 1.2499228849577272e-05, 1.6713827791604483e-05, -5.453698719907709e-06, 7.453513114002216e-06, -1.0978720977532457e-06]","[0.0, 1.2499228849577272e-05, 1.6713827791604483e-05, -5.453698719907709e-06, 7.453513114002216e-06, -1.0978720977532457e-06]"
360.0,4,"[0.0, 0.0, 0.01]",-0.0098517992096793,4631.8032881608515,"[0.0, 1.2499228849577272e-05, 1.6713827791604483e-05, -5.453698719907709e-06, 7.453513114002216e-06, -1.0978720977532457e-06]","[0.0, 1.2499228849577272e-05, 1.6713827791604483e-05, -5.453698719907709e-06, 8.265086125130512e-06, -5.025870822035128e-08]"
480.0,5,"[0.0, 0.0, 0.01]",-0.003809512912300207,4602.706542180827,"[0.0, 1.2499228849577272e-05, 1.6713827791604483e-05, -5.453698719907709e-06, 8.265086125130512e-06, -5.025870822035128e-08]","[0.0, 1.2499228849577272e-05, 1.6713827791604483e-05, -5.453698719907709e-06, 8.934735499548633e-06, 1.0932946493724933e-06]"
600.0,6,"[-0.01, -0.0, -0.0]",-0.0054295018754768175,4581.224125523231,"[0.0, 1.2499228849577272e-05, 1.6713827791604483e-05, -5.453698719907709e-06, 8.934735499548633e-06, 1.0932946493724933e-06]","[0.0, 1.5149620946094653e-05, 1.549344429773366e-05, -4.937163441143429e-06, 8.934735499548633e-06, 1.0932946493724933e-06]"
720.0,7,"[0.01, 0.0, 0.0]",-0.0029262693971453214,4547.975927188184,"[0.0, 1.5149620946094653e-05, 1.549344429773366e-05, -4.937163441143429e-06, 8.934735499548633e-06, 1.0932946493724933e-06]","[0.0, 1.2499228849577272e-05, 1.677026419363078e-05, -5.291952843129622e-06, 8.934735499548633e-06, 1.0932946493724933e-06]"
840.0,8,"[-0.0, -0.0, -0.05]",-0.03939013391080657,4498.1070599882605,"[0.0, 1.2499228849577272e-05, 1.677026419363078e-05, -5.291952843129622e-06, 8.934735499548633e-06, 1.0932946493724933e-06]","[0.0, 1.2499228849577272e-05, 1.677026419363078e-05, -5.291952843129622e-06, 7.999162164895847e-06, -5.466302647222617e-06]"
960.0,9,"[0.0, 0.0, 0.05]",-0.0390910575999109,4446.832463752238,"[0.0, 1.2499228849577272e-05, 1.677026419363078e-05, -5.291952843129622e-06, 7.999162164895847e-06, -5.466302647222617e-06]","[0.0, 1.2499228849577272e-05, 1.677026419363078e-05, -5.291952843129622e-06, 8.080727530578596e-06, 1.1591755430012593e-06]"
1080.0,10,"[0.0, 0.05, 0.0]",-0.018017701588582555,4296.508135544949,"[0.0, 1.2499228849577272e-05, 1.677026419363078e-05, -5.291952843129622e-06, 8.080727530578596e-06, 1.1591755430012593e-06]","[1.32519604825869e-05, 9.909585157847529e-06, 1.5222652922011529e-05, 7.869329616570185e-06, 8.080727530578596e-06, 1.1591755430012593e-06]"
1200.0,11,"[0.01, 0.0, 0.0]",-0.004398422867232353,4270.179404928015,"[1.32519604825869e-05, 9.909585157847529e-06, 1.5222652922011529e-05, 7.869329616570185e-06, 8.080727530578596e-06, 1.1591755430012593e-06]","[1.32519604825869e-05, 4.687807085488842e-06, 1.6507820058502105e-05, 8.192578742794923e-06, 8.080727530578596e-06, 1.1591755430012593e-06]"
1320.0,12,"[0.0, 0.05, 0.0]",-0.021406852882596413,4135.7848852951975,"[1.32519604825869e-05, 4.687807085488842e-06, 1.6507820058502105e-05, 8.192578742794923e-06, 8.080727530578596e-06, 1.1591755430012593e-06]","[2.65039209651738e-05, -4.745408185462408e-07, 1.164446671729473e-05, 2.051987572593814e-05, 8.080727530578596e-06, 1.1591755430012593e-06]"
