time,action,reward,entropy
0.0,"[-0.0, -0.0, -0.05]",353.2130162921504,5545.177444479563
30.0,"[0.0, 0.0, 0.01]",51.42482693013173,5191.963928187412
60.0,"[-0.0, -0.01, -0.0]",-0.0001,5140.539001257281
90.0,"[-0.0, -0.0, -0.05]",2117.254891090692,5140.539001257281
120.0,"[-0.01, -0.0, -0.0]",656.0306844685008,3023.2836101665885
