step,entropy
0,5545.177444479563
1,5297.927983075057
2,5124.07895179651
3,4978.580360343
4,4819.258837743958
5,4771.443118090645
6,4700.771262575883
7,4611.394723376
8,4518.5593079865375
9,4451.36462042804
10,4393.872277968737
11,4340.5228129566385
12,4307.250035423082
13,4223.419816695806
14,4190.155613355289
15,4126.415800922632
16,4088.298424518519
17,4050.8856276854954
18,4022.4837435599593
19,4007.9373711554244
20,3998.2275952437985
