time,action,reward,entropy
0.0,"[0.01, 0.0, 0.0]",639.2471069365777,5545.177444479563
30.0,"[0.0, 0.0, 0.05]",315.53634486862404,4905.930237542985
60.0,"[-0.01, -0.0, -0.0]",1822.3810307921487,4590.393392674361
90.0,"[0.0, 0.05, 0.0]",914.9470741680935,2768.0122618822124
120.0,"[0.0, 0.05, 0.0]",362.68642640165046,1853.064687714119
