time,action,reward,entropy
0.0,"[0.0, 0.0, 0.0]",908.6590850496104,5545.177444479563
30.0,"[0.0, 0.0, 0.0]",0.0,4636.518359429952
60.0,"[0.0, 0.0, 0.0]",738.5215777977487,4636.518359429952
90.0,"[0.0, 0.0, 0.0]",370.60678659999303,3897.9967816322037
120.0,"[0.0, 0.0, 0.0]",356.0244020486116,3527.3899950322107
