step,entropy
0,5545.177444479563
1,5110.2400165747185
2,4723.001701549415
3,4383.558526005533
4,4105.057425067747
5,3913.853992203428
6,3627.734560128957
7,3356.103196446704
8,3135.069858769712
9,2984.0278036332543
10,2791.3614803148685
11,2630.550200980386
12,2504.3974206810526
13,2415.635715806581
14,2317.207678265674
15,2223.5985154436958
16,2154.2786558661996
17,2091.1708251443433
18,2043.9968053830362
19,2012.7846048861811
20,1941.3681550887086
