time,step,state,action,reward,next_state,entropy_before,entropy_after,info_gain,dv_cost,predicted_value,root_N,root_best_idx,root_Q_sa,root_N_sa
0.0,0,"[-1.2801019571599253e-05, -9.481475363442173e-05, 9.932495575741833e-06, 0.0001870644785236554, -1.592643958250219e-05, -3.393303579922517e-05]","[0.0, 0.0, 0.0]",434.9374279048443,"[0.0, -9.481475363442173e-05, 1.59759553360127e-05, 0.0001866454993960235, -1.701532249733818e-05, -3.340031731343532e-05]",5545.177444479563,5110.2400165747185,434.9374279048443,0.0,2464.7108870753123,1000,0,"[2464.7108870753123, -0.0025082228302109617, -0.0015182491486876463, -0.004667831537445434, -0.002106239227453271, -0.0019089382867006266, -0.002928278714752307, -0.0026652754698779134, -0.0029904138386353915, 538.8980162754091, 527.7394086660152, 53.32492556787649, 352.04543201102337]","[978, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1]"
30.0,1,"[0.0, -9.481475363442173e-05, 1.59759553360127e-05, 0.0001866454993960235, -1.701532249733818e-05, -3.340031731343532e-05]","[-0.0, -0.0, -0.01]",387.2382150253036,"[0.0, -9.481475363442173e-05, 2.200270745468596e-05, 0.00018603132655107524, -0.0013425895145644023, 1.0017003800374887e-05]",5110.2400165747185,4723.001701549415,387.23831502530356,0.01,2169.286511840714,1000,10,"[404.1341825003403, -0.0030430014751826407, -0.003045255546352178, -0.00385132038579653, 28.752126399271717, 258.79460726659386, -0.003297783797435195, -0.003466565402459731, -0.0034556064633771326, 257.71076756499497, 2169.286511840714, 86.58002116423778, 313.64851737917445]","[6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 983, 1, 1]"
60.0,2,"[0.0, -9.481475363442173e-05, 2.200270745468596e-05, 0.00018603132655107524, -0.0013425895145644023, 1.0017003800374887e-05]","[0.0, 0.0, 0.0]",339.4431755438818,"[0.0, -9.481475363442173e-05, 2.8006449159108665e-05, 0.0001852226022902916, -0.001341563579308316, 5.342384913944371e-05]",4723.001701549415,4383.558526005533,339.4431755438818,0.0,1955.4562620704683,1000,0,"[1955.4562620704683, -0.0032433706389320013, 37.503066484286194, -0.0028301282407529136, -0.003549546212604135, -0.0010826992494033835, -0.0027550384652479183, -0.0028186485297094816, -0.003714741853304608, 187.88303178283755, 311.7404845082519, 129.3864413623706, 257.3854749836244]","[988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
90.0,3,"[0.0, -9.481475363442173e-05, 2.8006449159108665e-05, 0.0001852226022902916, -0.001341563579308316, 5.342384913944371e-05]","[0.0, 0.0, 0.0]",278.50110093778585,"[0.0, -9.481475363442172e-05, 3.39809017409011e-05, 0.0001842201723768722, -0.001339134637910058, 9.67748238588586e-05]",4383.558526005533,4105.057425067747,278.50110093778585,0.0,1792.8431108152452,1000,0,"[1792.8431108152452, -0.002396267225459556, -0.0018315986226770534, -0.0033843005167746103, -0.003430950272975181, -0.0030989079961784433, -0.003380444218705742, -0.002425084096083296, -0.0029578233550516453, 138.0090557291534, 227.9120112486953, 184.96287614409317, 86.58278332850875]","[988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
120.0,4,"[0.0, -9.481475363442172e-05, 3.39809017409011e-05, 0.0001842201723768722, -0.001339134637910058, 9.67748238588586e-05]","[0.0, 0.0, 0.0]",191.20343286431944,"[0.0, -9.481475363442175e-05, 3.991981712222512e-05, 0.00018302508515123656, -0.0013353052305546424, 0.00014002459154315733]",4105.057425067747,3913.853992203428,191.20343286431944,0.0,1610.0911536628391,1000,0,"[1610.0911536628391, -0.0027857123066489125, -0.0026179554668583154, -0.0031206982658217855, -0.0028653715574080856, -0.0029931901800866363, -0.004257168498444452, -0.0028324019991099966, -0.00303087868661641, 129.64686699755842, 171.10435569991472, 225.1663343099577, 94.07219516986476]","[988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
150.0,5,"[0.0, -9.481475363442175e-05, 3.991981712222512e-05, 0.00018302508515123656, -0.0013353052305546424, 0.00014002459154315733]","[0.0, 0.0, 0.05]",286.11893207447076,"[0.0, -9.481475363442175e-05, 4.581698439001899e-05, 0.0001816385904346707, 0.005292436156782665, -3.112044139234489e-05]",3913.853992203428,3627.734560128957,286.11943207447075,0.05,1507.5821012739648,1000,11,"[154.49332564118077, -0.0027970561458527353, -0.0020191110434533625, -0.003150096901549091, -0.003183311626152686, -0.0024321374205079197, -0.003254365477753829, -0.0028650491212299165, -0.0031224689848292596, 95.67956441467052, 143.39387721163035, 1507.5821012739648, 157.66837645501744]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988, 1]"
180.0,6,"[0.0, -9.481475363442175e-05, 4.581698439001899e-05, 0.0001816385904346707, 0.005292436156782665, -3.112044139234489e-05]","[-0.0, -0.0, -0.05]",271.63086368225333,"[0.0, -9.481475363442176e-05, 5.1666236291365505e-05, 0.00018006213822226505, -0.0013338530415836433, 1.2015434416886403e-05]",3627.734560128957,3356.103196446704,271.6313636822533,0.05,1313.5346965353258,1000,12,"[61.66876232043044, -0.003202050575503989, -0.003077348382402685, -0.0034385055042696136, -0.003168184504011817, -0.004340719525886841, -0.002170149497703188, -0.0028677403218571734, -0.0026838024063267052, 58.888713062174034, 253.88737058493064, 0.689315290303763, 1313.5346965353258]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988]"
210.0,7,"[0.0, -9.481475363442176e-05, 5.1666236291365505e-05, 0.00018006213822226505, -0.0013338530415836433, 1.2015434416886403e-05]","[-0.0, -0.0, -0.01]",221.03323767699177,"[0.0, -9.481475363442177e-05, 5.7461455683200196e-05, 0.00017829737716651057, -0.0026572701599518428, 9.798841709649245e-05]",3356.103196446704,3135.069858769712,221.03333767699178,0.01,1128.9695564238132,1000,10,"[200.97041229269217, -0.003400562380049182, -0.003223235299344234, -0.0038273479541350674, -0.0034265078705732655, -0.0036183278309013336, -0.003330186921234728, -0.0037848934043680236, -0.0028704532863436313, 106.86848617113027, 1128.9695564238132, 63.065572837485966, 107.39895344187134]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988, 1, 1]"
240.0,8,"[0.0, -9.481475363442177e-05, 5.7461455683200196e-05, 0.00017829737716651057, -0.0026572701599518428, 9.798841709649245e-05]","[0.0, 0.0, 0.0]",151.04205513645775,"[0.0, -9.481475363442181e-05, 6.31965819296148e-05, 0.00017634615285313935, -0.002652712259005992, 0.00018385892356612341]",3135.069858769712,2984.0278036332543,151.04205513645775,0.0,1000.3904544810023,1000,0,"[1000.3904544810023, -0.003439582829251019, -0.004057080547707113, -0.004476253870890772, -0.0025971455540684573, -0.0036937926640182423, 32.91900292805612, -0.0037612094348671078, -0.00273479115524624, 132.37066493486932, 99.07891800902696, 145.55436141229495, 31.180609034678593]","[988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
270.0,9,"[0.0, -9.481475363442181e-05, 6.31965819296148e-05, 0.00017634615285313935, -0.002652712259005992, 0.00018385892356612341]","[0.0, 0.0, 0.05]",192.66582331838583,"[0.0, -9.481475363442185e-05, 6.886561724006554e-05, 0.00017421050587101256, 0.0039771353651619264, 5.528878750580109e-05]",2984.0278036332543,2791.3614803148685,192.66632331838582,0.05,908.918727235793,1000,11,"[49.21624607462477, -0.0033934829133187537, -0.002760965661343631, -0.002088032638458608, -0.003973418811616411, -0.0028624099174665092, 8.74938707915743, 45.58285632446947, -0.0035685234139019987, 125.3975678316317, 36.044735638250785, 908.918727235793, 57.33074328275008]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988, 1]"
