step,entropy
0,5545.177444479563
1,5277.843292932954
2,5108.146285181519
3,4968.876300583894
4,4809.557635810937
5,4731.248586470891
6,4663.348748169214
7,4583.679698441392
8,4502.626640728246
9,4417.415272270596
10,4376.521877696876
11,4308.62146722242
12,4243.502791284523
13,4208.866012513889
14,4179.062400415993
15,4115.324302821944
16,4075.127484834103
17,4052.9507772796746
18,4039.0884061685024
19,4002.3578955400626
20,3963.5662351303195
