time,step,state,action,reward,next_state,entropy_before,entropy_after,info_gain,dv_cost,predicted_value,root_N,root_Q_sa,root_N_sa
1200.0,10,"[1.6605365831825195e-05, 1.899834288796455e-05, 1.3968624220223285e-05, 1.1583860349963505e-05, 7.405794363586686e-06, 2.2121378654910094e-05]","[-0.0, -0.05, -0.0]",-0.05,"[-7.492007351238347e-06, 8.352694492639052e-05, -5.122078437414261e-06, -1.6469670035913804e-05, 1.7474295381524727e-05, 1.545477870009364e-05]",2150.0522957308417,2150.0522957308417,0.0,0.05,1063.6515155096595,3000,"[144.29194154132836, 427.59880606768274, 286.38963508132423, 376.7400720687164, 114.51463952917537, 416.35992833660157, 221.39747097093985, 133.20054272837328, 1063.6515155096595, 112.0358909118764, 123.66298709919806, 121.6375750363367, 287.99143163500423]","[1, 1, 1, 1, 1, 1, 1, 1, 2988, 1, 1, 1, 1]"
1320.0,11,"[-7.492007351238347e-06, 8.352694492639052e-05, -5.122078437414261e-06, -1.6469670035913804e-05, 1.7474295381524727e-05, 1.545477870009364e-05]","[-0.0, -0.0, -0.05]",-0.05,"[-1.1934073967419706e-05, 3.6069153519238266e-05, -1.2161965468769787e-05, 1.2229976064872425e-05, 2.1884642588427272e-05, -1.9066312356151238e-06]",2150.0522957308417,2150.0522957308417,0.0,0.05,82.34936646311586,3000,"[-0.1554497505, -0.1173303198707164, -0.1662377905, -0.1563457505, -0.12711541726703704, -0.08860995009999999, -0.07792177277728514, -0.1666377905, -0.16482815643296483, -0.1666259101, -0.1662377905, -0.10920299, 82.34936646311586]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2988]"
1440.0,12,"[-1.1934073967419706e-05, 3.6069153519238266e-05, -1.2161965468769787e-05, 1.2229976064872425e-05, 2.1884642588427272e-05, -1.9066312356151238e-06]","[-0.0, -0.0, -0.05]",623.7578500307513,"[1.705892709387484e-05, 3.5833402150312455e-05, 1.7235828736253393e-05, 6.418149152541567e-07, 1.7876996630674435e-05, -1.921836302412377e-05]",2150.0522957308417,1526.2444457000904,623.8078500307513,0.05,726.8494055114918,3000,"[533.9687938081003, 634.8198251524093, 453.822145578298, 544.432555071904, 580.1166644421629, 566.2103313115748, 524.3375265395138, 548.5949400118765, 649.1033718795065, 622.0091734039527, 565.9645096890822, 551.2217849545846, 726.8494055114918]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2988]"
1560.0,13,"[1.705892709387484e-05, 3.5833402150312455e-05, 1.7235828736253393e-05, 6.418149152541567e-07, 1.7876996630674435e-05, -1.921836302412377e-05]","[0.0, 0.0, 0.01]",-0.01,"[-1.145870527170353e-05, 7.057538559435063e-05, -1.4197066978412411e-05, -9.794335496672203e-06, 5.72609439590903e-06, -2.426503303091861e-05]",1526.2444457000904,1526.2444457000904,0.0,0.01,587.3462147191755,3000,"[422.4573900824256, 396.1634710701413, 413.97342270893546, 294.62352413268053, 252.06875984344128, 302.72727393970337, 312.0155260615497, 264.5126440991667, 415.88217500205894, 587.3462147191755, 413.5858933286136, 398.2964323289847, 259.1373207910059]","[1, 1, 3, 1, 1, 1, 1, 1, 1, 2986, 1, 1, 1]"
1680.0,14,"[-1.145870527170353e-05, 7.057538559435063e-05, -1.4197066978412411e-05, -9.794335496672203e-06, 5.72609439590903e-06, -2.426503303091861e-05]","[-0.0, -0.0, -0.05]",20.794732660985527,"[4.92065854887922e-06, 2.1935015987590577e-05, 1.056029990974093e-05, 1.3636927235533195e-05, -5.596909838174487e-06, -3.0312844311461637e-05]",1526.2444457000904,1505.3997130391049,20.844732660985528,0.05,179.79081720661765,3000,"[36.37402421947856, 45.11217979697809, 43.799670944005314, 40.347729335888175, 22.588835349093344, 40.99432003620942, 83.86815192031025, 28.126434032991092, 49.7628503119753, 25.45547924207831, 59.487858806762354, 13.703266814804046, 179.79081720661765]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2988]"
1800.0,15,"[4.92065854887922e-06, 2.1935015987590577e-05, 1.056029990974093e-05, 1.3636927235533195e-05, -5.596909838174487e-06, -3.0312844311461637e-05]","[-0.0, -0.0, -0.05]",97.66431385555116,"[-1.90559567903925e-06, 7.064461732611821e-05, -9.876275641242058e-06, -1.414018734207967e-05, -1.7609795415502046e-05, -2.963173722168182e-05]",1505.3997130391049,1407.6853991835537,97.71431385555115,0.05,302.66207594741053,3000,"[207.31033200801505, 217.06145333855395, 179.39889199038197, 172.38558112885482, 150.4129244459781, 180.0654194796238, 211.0274373305591, 150.22040472297107, 208.3753123490014, 190.1513401296598, 178.77710105121844, 133.7687164663432, 302.66207594741053]","[2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2984]"
1920.0,16,"[-1.90559567903925e-06, 7.064461732611821e-05, -9.876275641242058e-06, -1.414018734207967e-05, -1.7609795415502046e-05, -2.963173722168182e-05]","[-0.0, -0.05, -0.0]",323.0497395043282,"[-9.869789733300378e-06, 6.019960823215154e-06, 2.9743828620586335e-06, 2.0884720295234314e-05, -3.0066398796112425e-05, -1.685693948449036e-05]",1407.6853991835537,1084.5856596792255,323.0997395043282,0.05,681.7626530196087,3000,"[373.8493884153445, 408.55207762369577, 351.84410215702115, 389.79698531601855, 333.2506065520968, 384.79402363069556, 348.94806601546287, 325.4407700377877, 681.7626530196087, 355.193859895086, 375.380561556646, 418.3753032567938, 371.9038763819589]","[1, 1, 1, 1, 1, 1, 1, 1, 2988, 1, 1, 1, 1]"
2040.0,17,"[-9.869789733300378e-06, 6.019960823215154e-06, 2.9743828620586335e-06, 2.0884720295234314e-05, -3.0066398796112425e-05, -1.685693948449036e-05]","[-0.0, -0.0, -0.05]",4.128892953511422,"[3.111362559917443e-06, 5.818828710148366e-05, -1.2079204054822895e-05, -1.7294835200782646e-05, -3.057197061611743e-05, -4.925788530836968e-06]",1084.5856596792255,1080.406766725714,4.178892953511422,0.05,4.689062842840283,3000,"[2.703452893916914, 3.4144628650825335, 2.728571218706307, 3.4034875315608093, 3.305398848015937, 2.704269817708576, 3.38270679781894, 3.398918254261303, 2.776953494374606, 3.425861930817035, 2.7043684855565244, 1.9475615113160487, 4.689062842840283]","[4, 9, 4, 9, 8, 4, 9, 9, 5, 9, 4, 3, 2923]"
2160.0,18,"[3.111362559917443e-06, 5.818828710148366e-05, -1.2079204054822895e-05, -1.7294835200782646e-05, -3.057197061611743e-05, -4.925788530836968e-06]","[-0.05, -0.0, -0.0]",423.1195922151491,"[1.0021698171380343e-05, 4.965322733053139e-05, 2.6153161742608204e-05, 8.383536922592825e-06, -2.893899746272758e-05, 1.1020127306683871e-05]",1080.406766725714,657.237174510565,423.1695922151491,0.05,557.9960542345234,3000,"[452.29266881308257, 441.1549089019961, 431.0770086268917, 429.9656847873746, 557.9960542345234, 309.4984203976331, 402.9792852094044, 236.4542426149178, 442.79704244319134, 473.85854535384834, 456.1989358104812, 444.987899569051, 399.47568410196413]","[2, 1, 1, 1, 2987, 1, 1, 1, 1, 1, 1, 1, 1]"
2280.0,19,"[1.0021698171380343e-05, 4.965322733053139e-05, 2.6153161742608204e-05, 8.383536922592825e-06, -2.893899746272758e-05, 1.1020127306683871e-05]","[-0.0, -0.05, -0.0]",52.017781960856,"[-3.9024043920344545e-05, -1.1286148705366692e-05, -2.6898012941229837e-05, 2.9244584151650316e-05, -1.9551843309433572e-05, 2.401320893189061e-05]",657.237174510565,605.169392549709,52.067781960855996,0.05,186.8738406579278,3000,"[107.81890347405182, 102.46111991480217, 83.37154678493421, 56.62351407346, 79.9168775457229, 61.78441686103089, 39.7925370387958, 59.531133199784634, 186.8738406579278, 115.41387787898631, 99.85997805926661, 95.43087867248347, 56.77028609371611]","[1, 1, 1, 1, 1, 1, 1, 1, 2988, 1, 1, 1, 1]"
2400.0,20,"[-3.9024043920344545e-05, -1.1286148705366692e-05, -2.6898012941229837e-05, 2.9244584151650316e-05, -1.9551843309433572e-05, 2.401320893189061e-05]","[0.0, 0.0, 0.0]",39.56197887982239,"[2.3888988626721516e-05, 5.37743895778302e-05, -1.9075120059926694e-05, -3.48552520732372e-05, -4.9257885308369855e-06, 3.057197061611744e-05]",605.169392549709,565.6074136698866,39.56197887982239,0.0,78.61246772083165,3000,"[78.61246772083165, 48.731121124446176, 32.41787852515852, 46.02934533131079, 43.41331429633176, 27.630872416353892, 47.52472881687784, 26.825725543585115, 34.4949881079335, 44.19052170268019, 37.19004638430154, 43.836860457402224, 35.16829963970876]","[2988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2520.0,21,"[2.3888988626721516e-05, 5.37743895778302e-05, -1.9075120059926694e-05, -3.48552520732372e-05, -4.9257885308369855e-06, 3.057197061611744e-05]","[-0.0, -0.05, -0.0]",35.328515441691664,"[1.3316958650081336e-05, 5.5919060655295325e-05, 3.38723638424229e-05, -3.60414171573301e-06, 1.1020127306683856e-05, 2.8938997462727598e-05]",565.6074136698866,530.2288982281949,35.37851544169166,0.05,84.8730893156488,3000,"[31.15763356403342, 32.51969595633236, 33.90429270293615, 31.682905265633167, 43.783108331677504, 31.117482445552838, 35.97205068388895, 28.28179672591855, 84.8730893156488, 40.46737918622193, 33.84672592859478, 33.8724193982292, 42.19884470408004]","[1, 1, 1, 1, 10, 1, 1, 1, 2977, 2, 1, 1, 2]"
2640.0,22,"[1.3316958650081336e-05, 5.5919060655295325e-05, 3.38723638424229e-05, -3.60414171573301e-06, 1.1020127306683856e-05, 2.8938997462727598e-05]","[0.0, 0.0, 0.05]",-0.05,"[-3.047249665976597e-05, 3.1768957589359015e-05, 9.96946138112072e-06, 3.257202341812537e-05, 1.7674715298719514e-05, 2.148241644201905e-05]",530.2288982281949,530.2288982281949,0.0,0.05,200.27927253400853,3000,"[111.07102628959346, 119.74031240548561, 68.28506031323641, 31.204255456808177, 125.43195033985693, 132.54585652690838, 90.05216271283489, 111.59306577874608, 77.27940456752202, 127.14439457289149, 106.92104078692728, 200.27927253400853, 101.08984079341974]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2986, 1]"
2760.0,23,"[-3.047249665976597e-05, 3.1768957589359015e-05, 9.96946138112072e-06, 3.257202341812537e-05, 1.7674715298719514e-05, 2.148241644201905e-05]","[-0.0, -0.0, -0.05]",1.3391525011493968,"[-2.4045361967143214e-05, 3.426485508290694e-05, -2.499909082564236e-05, 2.3138114177085597e-05, 3.2582538018508746e-05, 8.670186776874478e-06]",530.2288982281949,528.8397457270455,1.3891525011493968,0.05,30.912364654562047,3000,"[0.08109436301743453, -0.14610069009102494, -0.1018585261, 0.16432271931874004, -0.1439759381, -0.11109560529057388, 0.003129297563674742, -0.14481458231785224, -0.1937905205, -0.11723387733065706, 1.3140608868387103, 0.5858895268461748, 30.912364654562047]","[6, 4, 5, 6, 5, 5, 5, 4, 4, 5, 178, 13, 2760]"
2880.0,24,"[-2.4045361967143214e-05, 3.426485508290694e-05, -2.499909082564236e-05, 2.3138114177085597e-05, 3.2582538018508746e-05, 8.670186776874478e-06]","[0.0, 0.0, 0.0]",0.0,"[7.034570620112617e-06, 3.748048543460328e-05, -3.383630255931873e-05, -3.928294654784185e-06, 3.25523990322381e-05, -8.782667004925147e-06]",528.8397457270455,528.8397457270455,0.0,0.0,-0.10124477887965519,3000,"[-0.10124477887965519, -0.11419453270346151, -0.11421878263923077, -0.15628995785157906, -0.16021919554918915, -0.11292136357490495, -0.11247999531250004, -0.1514051726734693, -0.1592358230096774, -0.11643949344470592, -0.11193600377358491, -0.15502007424218756, -0.15324727666907212]","[290, 260, 260, 190, 185, 263, 264, 196, 186, 255, 265, 192, 194]"
3000.0,25,"[7.034570620112617e-06, 3.748048543460328e-05, -3.383630255931873e-05, -3.928294654784185e-06, 3.25523990322381e-05, -8.782667004925147e-06]","[0.0, 0.0, 0.0]",0.0,"[2.7528109699603674e-05, 1.637001786575739e-05, -2.5627261335812234e-05, -2.244037312984233e-05, 2.3799871013583606e-05, -2.3882212255363614e-05]",528.8397457270455,528.8397457270455,0.0,0.0,-0.10346217415352112,3000,"[-0.10346217415352112, -0.11135773360624616, -0.11491736506976744, -0.15674853550552545, -0.15762189820023578, -0.1114349134430189, -0.11191351946731795, -0.15787144145882356, -0.1539324973948477, -0.11397622283163533, -0.1088048085258368, -0.15623481904590766, -0.15869917291256397]","[284, 265, 258, 189, 188, 265, 264, 187, 192, 260, 272, 190, 186]"
3120.0,26,"[2.7528109699603674e-05, 1.637001786575739e-05, -2.5627261335812234e-05, -2.244037312984233e-05, 2.3799871013583606e-05, -2.3882212255363614e-05]","[0.05, 0.0, 0.0]",50.00351096314371,"[3.279751858170996e-05, -3.8988766567523596e-05, -2.2406738792879228e-05, -2.6720625120540152e-05, 8.670186776874501e-06, -3.2582538018508746e-05]",528.8397457270455,478.7862347639018,50.05351096314371,0.05,135.0287048915559,3000,"[98.23378130967734, 94.19882512867906, 92.1027316572437, 135.0287048915559, 93.3827626613083, 96.18944826430601, 91.63182400239535, 103.24861379887945, 92.05495453122832, 90.55154950935037, 94.31683852550759, 98.20409844871715, 94.29053559714154]","[1, 1, 1, 2987, 1, 1, 1, 2, 1, 1, 1, 1, 1]"
3240.0,27,"[3.279751858170996e-05, -3.8988766567523596e-05, -2.2406738792879228e-05, -2.6720625120540152e-05, 8.670186776874501e-06, -3.2582538018508746e-05]","[0.05, 0.0, 0.0]",158.88593070666946,"[3.371783372310849e-05, -0.00010437457807736529, -2.545533624580557e-05, -2.4754793480342684e-05, -8.782667004925132e-06, -3.255239903223811e-05]",478.7862347639018,319.85030405723234,158.93593070666947,0.05,228.72816910056568,3000,"[208.37498061604452, 208.35868079162776, 210.78016962525535, 228.72816910056568, 203.65317239462016, 211.62675773409896, 194.9760700952546, 213.0116480390243, 199.7783357115496, 202.37460056484827, 209.7083988923967, 210.53817061990677, 211.19649092611334]","[1, 1, 2, 2981, 1, 4, 1, 3, 1, 1, 2, 1, 1]"
3360.0,28,"[3.371783372310849e-05, -0.00010437457807736529, -2.545533624580557e-05, -2.4754793480342684e-05, -8.782667004925132e-06, -3.255239903223811e-05]","[0.0, 0.01, 0.0]",13.218109715466872,"[3.583408268275828e-05, -0.000161775842344014, -3.111323507291535e-05, -2.1975228072827706e-05, -2.3882212255363607e-05, -2.3799871013583606e-05]",319.85030405723234,306.62219434176546,13.228109715466871,0.01,52.935975901664534,3000,"[35.60537485683831, 38.92325621501135, 36.96645619542516, 42.60122748475183, 42.226755260966364, 52.935975901664534, 38.97073914914814, 40.84825411445391, 40.21088972595509, 38.97031936572601, 41.60500164186696, 38.99000354429964, 40.93649742458055]","[1, 1, 1, 4, 2, 2984, 1, 1, 1, 1, 1, 1, 1]"
3480.0,29,"[3.583408268275828e-05, -0.000161775842344014, -3.111323507291535e-05, -2.1975228072827706e-05, -2.3882212255363607e-05, -2.3799871013583606e-05]","[0.0, 0.01, 0.0]",11.806658379753506,"[3.300058643425875e-05, -0.00019260221714549833, -3.9473944465591347e-05, -8.668786965934332e-06, -3.2582538018508746e-05, -8.670186776874488e-06]",306.62219434176546,294.80553596201196,11.816658379753505,0.01,26.958702532828852,3000,"[20.858409331554586, 18.33205301564572, 22.175405059809524, 21.108550854118402, 19.796482308238087, 26.958702532828852, 19.810754102353698, 18.38484419083379, 20.73422819035681, 21.32893703980924, 21.919989329231605, 21.66149576942314, 21.333033788821123]","[2, 1, 12, 3, 1, 2958, 1, 1, 2, 4, 7, 5, 3]"
3600.0,30,"[3.300058643425875e-05, -0.00019260221714549833, -3.9473944465591347e-05, -8.668786965934332e-06, -3.2582538018508746e-05, -8.670186776874488e-06]","[-0.0, -0.05, -0.0]",5.509469581892131,"[2.402357721284562e-06, -0.00011820139115977262, -2.4825756323463822e-05, 2.5623478650627944e-05, -3.25523990322381e-05, 8.782667004925152e-06]",294.80553596201196,289.2460663801198,5.559469581892131,0.05,24.804086789108688,3000,"[17.586453184570498, 18.982140116386873, 18.596348605427757, 20.145416721423906, 16.18884322134759, 18.275701150084327, 19.56346644270789, 19.256961067845168, 24.804086789108688, 18.627828442947433, 19.620474416863118, 19.260899516128447, 18.25486498200379]","[1, 2, 2, 5, 1, 2, 2, 2, 2975, 2, 3, 2, 1]"
3720.0,31,"[2.402357721284562e-06, -0.00011820139115977262, -2.4825756323463822e-05, 2.5623478650627944e-05, -3.25523990322381e-05, 8.782667004925152e-06]","[0.0, 0.05, 0.0]",11.765515678185988,"[-1.122923599503357e-05, -2.2328279118027438e-05, -5.613297555596368e-06, 2.9420383812893437e-05, -2.3799871013583586e-05, 2.3882212255363628e-05]",289.2460663801198,277.43055070193384,11.815515678185989,0.05,41.992521736974865,3000,"[28.646613709997258, 29.95290867364772, 29.310819553604034, 31.929239648556248, 27.220521985789656, 32.71099622872282, 27.947253118095425, 41.992521736974865, 24.491564232063226, 25.79340815915726, 31.40912366499387, 29.844410750509727, 29.887177110276316]","[1, 1, 1, 2, 1, 2, 1, 2985, 1, 1, 2, 1, 1]"
3840.0,32,"[-1.122923599503357e-05, -2.2328279118027438e-05, -5.613297555596368e-06, 2.9420383812893437e-05, -2.3799871013583586e-05, 2.3882212255363628e-05]","[-0.05, -0.0, -0.0]",4.815750607665575,"[-2.892050839615961e-05, 2.7070807024064102e-05, 2.755170203115371e-05, 9.401499168025662e-06, -8.670186776874464e-06, 3.258253801850875e-05]",277.43055070193384,272.56480009426826,4.865750607665575,0.05,62.0981930831991,3000,"[46.72093570047146, 42.75567020557162, 49.31309124252983, 29.05197909181865, 62.0981930831991, 46.67437789956051, 44.75153450424149, 31.267768391889447, 49.37275438535106, 45.23017069382669, 43.379598749966675, 43.00568022309356, 47.387314408321096]","[1, 1, 1, 1, 2988, 1, 1, 1, 1, 1, 1, 1, 1]"
3960.0,33,"[-2.892050839615961e-05, 2.7070807024064102e-05, 2.755170203115371e-05, 9.401499168025662e-06, -8.670186776874464e-06, 3.258253801850875e-05]","[0.0, 0.05, 0.0]",22.203888193533896,"[9.674696404606063e-06, -7.963771359702974e-05, -7.986750303467606e-07, -2.885354480554408e-05, 8.782667004925178e-06, 3.25523990322381e-05]",272.56480009426826,250.31091190073437,22.253888193533896,0.05,51.53773266196912,3000,"[37.706362845756786, 41.26358072434706, 37.754058826047356, 38.98091538364103, 40.88935021741171, 38.46286005873846, 40.044190507264396, 51.53773266196912, 37.59553244949571, 39.052159220010466, 39.742421042016964, 40.40107227746883, 35.712599059080965]","[1, 8, 1, 1, 7, 1, 2, 2971, 1, 1, 3, 2, 1]"
4080.0,34,"[9.674696404606063e-06, -7.963771359702974e-05, -7.986750303467606e-07, -2.885354480554408e-05, 8.782667004925178e-06, 3.25523990322381e-05]","[-0.05, -0.0, -0.0]",-0.04428084541099793,"[2.78022192704068e-05, -7.376096581951272e-05, -2.8022256895945953e-05, -1.3982835147865708e-06, 2.3882212255363648e-05, 2.3799871013583582e-05]",250.31091190073437,250.30519274614537,0.005719154589002073,0.05,9.151007821695202,3000,"[2.293894178888525, 2.796940966360239, 2.634551145487082, 2.7396091465545713, 9.151007821695202, 2.2316552150384363, 1.9019497332998736, -0.18720892400743838, 2.2406453770857406, 2.5921471624349457, 3.7664020724763465, 2.9090507860365467, 1.2658460854985836]","[2, 3, 2, 3, 2969, 2, 1, 1, 2, 2, 8, 4, 1]"
