step,entropy
0,5545.177444479563
1,5412.895519750541
2,5338.096791758307
3,5297.211400277014
4,5225.182974373344
5,5103.274820851582
6,5075.564940718708
7,5061.018568278436
8,5049.244784402031
9,5043.698464179597
10,5033.995547622402
11,5009.0571127085295
12,4949.48247094663
13,4919.69829385307
14,4898.918170184044
15,4880.203769282667
16,4839.329238219543
17,4798.447276201032
18,4765.195648581897
19,4760.335615842219
20,4732.625164001173
