time,state,action,reward,next_state
0.0,"[-3.0035055752027513e-05, 4.3522473893041055e-05, 5.22166543192651e-05, 0.00023379734549673105, 1.1757709429316998e-05, 2.1086728415329743e-05]","[-0.0, -0.0, -0.01]",132.28192472902174,"[ 0.00000000e+00  4.35224739e-05  5.97490919e-05  2.31986689e-04
 -1.31206971e-03  6.35451940e-05]"
30.0,"[0.0, 4.352247389304104e-05, 5.974909186294196e-05, 0.0002319866887801306, -0.0013120697116905408, 6.354519404665047e-05]","[-0.0, -0.0, -0.05]",74.79872799223449,"[ 0.00000000e+00  4.35224739e-05  6.72190439e-05  2.29933421e-04
 -7.93184444e-03  3.20185567e-04]"
60.0,"[0.0, 4.3522473893041014e-05, 6.721904385307084e-05, 0.00022993342056581162, -0.00793184444188918, 0.00032018556717518877]","[0.0, 0.0, 0.05]",40.88539148129257,"[ 0.00000000e+00  4.35224739e-05  7.46186982e-05  2.27639688e-04
 -1.29482830e-03  3.62242727e-04]"
90.0,"[0.0, 4.3522473893041014e-05, 7.461869821970175e-05, 0.00022763968816006696, -0.0012948282952635897, 0.00036224272747649146]","[0.0, 0.0, 0.05]",72.02842590366981,"[0.00000000e+00 4.35224739e-05 8.19403164e-05 2.25107890e-04
 5.34007726e-03 1.89672692e-04]"
120.0,"[0.0, 4.3522473893041014e-05, 8.194031641008442e-05, 0.000225107890346453, 0.005340077259303166, 0.00018967269160520295]","[0.0, 0.0, 0.01]",121.90815352176196,"[ 0.00000000e+00  4.35224739e-05  8.91762415e-05  2.22340675e-04
  6.66792103e-03 -2.59453764e-05]"
150.0,"[0.0, 4.3522473893041014e-05, 8.917624148164067e-05, 0.00022234067487714336, 0.006667921027717688, -2.594537642093919e-05]","[0.0, 0.0, 0.0]",27.709880132873877,"[ 0.00000000e+00  4.35224739e-05  9.63189061e-05  2.19340936e-04
  6.66359544e-03 -2.41536311e-04]"
180.0,"[0.0, 4.3522473893041014e-05, 9.631890610958898e-05, 0.00021934093570391195, 0.006663595441276877, -0.00024153631079270894]","[0.0, 0.0, 0.0]",14.546372440272535,"[ 0.00000000e+00  4.35224739e-05  1.03360841e-04  2.16111810e-04
  6.65230107e-03 -4.56874647e-04]"
210.0,"[0.0, 4.352247389304093e-05, 0.00010336084050084685, 0.00021611180995164046, 0.0066523010719343415, -0.0004568746466795269]","[-0.0, -0.0, -0.01]",11.773783876405105,"[ 0.00000000e+00  4.35224739e-05  1.10294680e-04  2.12656675e-04
  5.30954663e-03 -6.28885511e-04]"
240.0,"[0.0, 4.352247389304088e-05, 0.00011029468020593446, 0.00021265667463751548, 0.005309546627569516, -0.0006288855108158197]","[-0.0, -0.0, -0.05]",5.546320222433678,"[ 0.00000000e+00  4.35224739e-05  1.17113174e-04  2.08979143e-04
 -1.33608001e-03 -5.85990324e-04]"
270.0,"[0.0, 4.3522473893040824e-05, 0.00011711317382071035, 0.0002089791431393467, -0.001336080007063752, -0.0005859903239652128]","[-0.0, -0.0, -0.01]",9.70291655719484,"[ 0.00000000e+00  4.35224739e-05  1.23809191e-04  2.05083061e-04
 -2.67883223e-03 -4.99632636e-04]"
300.0,"[0.0, 4.352247389304074e-05, 0.00012380919056988407, 0.00020508306141669917, -0.002678832232740154, -0.0004996326362897406]","[-0.0, -0.0, -0.05]",24.938434913872698,"[ 0.00000000e+00  4.35224739e-05  1.30375728e-04  2.00972504e-04
 -9.31610241e-03 -1.98504070e-04]"
330.0,"[0.0, 4.352247389304069e-05, 0.00013037572776437547, 0.0002009725039887918, -0.0093161024083196, -0.0001985040701824758]","[-0.0, -0.0, -0.05]",59.57464176189933,"[ 0.00000000e+00  4.35224739e-05  1.36805918e-04  1.96651770e-04
 -1.59401651e-02  3.17080454e-04]"
360.0,"[0.0, 4.352247389304069e-05, 0.00013680591812472137, 0.00019665176967336836, -0.015940165088807884, 0.0003170804543376216]","[0.0, 0.0, 0.05]",29.784177093560174,"[ 0.00000000e+00  4.35224739e-05  1.43093037e-04  1.92125377e-04
 -9.29906180e-03  6.18085013e-04]"
390.0,"[0.0, 4.352247389304069e-05, 0.0001430930369628712, 0.00019212537709099718, -0.009299061797001691, 0.0006180850133550609]","[0.0, 0.0, 0.05]",20.78012366902567,"[ 0.00000000e+00  4.35224739e-05  1.49230509e-04  1.87398060e-04
 -2.65169828e-03  7.04194817e-04]"
420.0,"[0.0, 4.352247389304069e-05, 0.00014923050921486036, 0.0001873980599395014, -0.002651698276117321, 0.0007041948165373994]","[0.0, 0.0, 0.05]",18.714400901377303,"[0.00000000e+00 4.35224739e-05 1.55211916e-04 1.82474762e-04
 3.99497367e-03 5.75319810e-04]"
450.0,"[0.0, 4.3522473893040634e-05, 0.0001552119163170071, 0.00018247476204346144, 0.0039949736662731545, 0.0005753198103198048]","[0.0, 0.0, 0.0]",40.87453106312387,"[0.00000000e+00 4.35224739e-05 1.61031003e-04 1.77360632e-04
 4.01148743e-03 4.45843135e-04]"
480.0,"[0.0, 4.352247389304058e-05, 0.0001610310029184413, 0.00017736063218396706, 0.004011487427033959, 0.00044584313509446325]","[-0.0, -0.0, -0.01]",40.88196201851133,"[0.00000000e+00 4.35224739e-05 1.66681683e-04 1.72061019e-04
 2.69930287e-03 3.58749870e-04]"
510.0,"[0.0, 4.3522473893040526e-05, 0.00016668168342294555, 0.00017206101871402617, 0.0026993028736172608, 0.00035874987006937007]","[0.0, 0.0, 0.01]",33.251627619134524,"[0.00000000e+00 4.35224739e-05 1.72158048e-04 1.66581464e-04
 4.03399454e-03 2.28431752e-04]"
