time,state,action,reward,next_state
0.0,"[-2.1600028478162045e-05, 2.7668179741289174e-05, -7.991999894145476e-05, 0.00019919610923951387, 3.906354608212802e-06, 7.561021898364754e-05]","[0.0, 0.0, 0.0]",331.74367510576485,"[ 0.00000000e+00  2.76681797e-05 -7.34372840e-05  2.01676130e-04
  6.34913751e-06  7.54443721e-05]"
30.0,"[0.0, 2.76681797412892e-05, -7.343728402602862e-05, 0.00020167613017370916, 6.3491375052545824e-06, 7.544437205000524e-05]","[0.0, 0.0, 0.01]",230.70195699742544,"[ 0.00000000e+00  2.76681797e-05 -6.68777685e-05  2.03945238e-04
  1.33328838e-03  3.23499528e-05]"
60.0,"[0.0, 2.766817974128923e-05, -6.687776845639414e-05, 0.00020394523836867438, 0.0013332883842424488, 3.2349952848776455e-05]","[0.0, 0.0, 0.01]",267.3907407560573,"[ 0.00000000e+00  2.76681797e-05 -6.02483122e-05  2.06001061e-04
  2.65814033e-03 -5.36279705e-05]"
90.0,"[0.0, 2.7668179741289242e-05, -6.0248312168804684e-05, 0.00020600106079283364, 0.0026581403345345006, -5.3627970510136916e-05]","[-0.0, -0.0, -0.05]",203.0172293437481,"[ 0.00000000e+00  2.76681797e-05 -5.35558482e-05  2.07841447e-04
 -3.96749916e-03  7.46985532e-05]"
120.0,"[0.0, 2.7668179741289242e-05, -5.355584824346173e-05, 0.00020784144746870334, -0.003967499163331348, 7.469855323203433e-05]","[0.0, 0.0, 0.01]",184.2611006076104,"[ 0.00000000e+00  2.76681797e-05 -4.68073757e-05  2.09464474e-04
 -2.63850611e-03  1.60097285e-04]"
150.0,"[0.0, 2.7668179741289256e-05, -4.6807375653905085e-05, 0.00020946447372133703, -0.002638506108618027, 0.00016009728468335566]","[0.0, 0.0, 0.05]",224.45220322918976,"[ 0.00000000e+00  2.76681797e-05 -4.00099519e-05  2.10868442e-04
  3.99056576e-03  3.10802235e-05]"
180.0,"[0.0, 2.7668179741289262e-05, -4.000995194749176e-05, 0.0002108684421911488, 0.003990565764277705, 3.108022350808634e-05]","[-0.0, -0.0, -0.01]",223.0590483419619,"[ 0.00000000e+00  2.76681797e-05 -3.31706859e-05  2.12051885e-04
  2.66498096e-03 -5.51196687e-05]"
210.0,"[0.0, 2.7668179741289283e-05, -3.317068586461852e-05, 0.00021205188460901087, 0.002664980961561034, -5.511966873833167e-05]","[-0.0, -0.0, -0.05]",169.07645487899754,"[ 0.00000000e+00  2.76681797e-05 -2.62967299e-05  2.13013563e-04
 -3.96071035e-03  7.29864461e-05]"
240.0,"[0.0, 2.7668179741289293e-05, -2.6296729904406695e-05, 0.00021301356333176802, -0.003960710346718553, 7.29864461331755e-05]","[0.0, 0.0, 0.01]",146.88202865987478,"[ 0.00000000e+00  2.76681797e-05 -1.93952728e-05  2.13752473e-04
 -2.63177620e-03  1.58166559e-04]"
270.0,"[0.0, 2.76681797412893e-05, -1.9395272844624213e-05, 0.000213752472636564, -0.002631776202158075, 0.00015816655923409803]","[0.0, 0.0, 0.05]",126.79562467985397,"[ 0.00000000e+00  2.76681797e-05 -1.24735322e-05  2.14267840e-04
  3.99722972e-03  2.89328989e-05]"
300.0,"[0.0, 2.7668179741289306e-05, -1.2473532223667435e-05, 0.0002142678397726257, 0.003997229722453899, 2.8932898859594954e-05]","[-0.0, -0.0, -0.01]",139.25569603901522,"[ 0.00000000e+00  2.76681797e-05 -5.53874679e-06  2.14559126e-04
  2.67157200e-03 -5.74813469e-05]"
