step,entropy
0,5545.177444479563
1,5213.433769373798
2,4982.731812376373
3,4715.341071620315
4,4512.323842276567
5,4328.062741668957
6,4103.610538439767
7,3880.551490097805
8,3711.4750352188075
9,3564.5930065589328
10,3437.797381879079
11,3298.5416858400636
12,3174.486640463655
13,3037.297239650979
14,2941.646934868114
15,2862.624159734113
16,2777.3687755368446
17,2684.527071536173
18,2630.436443097964
19,2566.669192497067
20,2509.125403986058
