time,step,state,action,reward,next_state,entropy_before,entropy_after,info_gain,dv_cost,predicted_value,root_N,root_best_idx,root_Q_sa,root_N_sa
0.0,0,"[0.0, 2.857142857142857e-05, 1.4285714285714285e-05, 0.0, 7.142857142857143e-06, 0.0]","[0.05, 0.0, 0.0]",819.2668426933599,"[1.192011254832249e-05, 1.3837771971965759e-05, 1.453970131896122e-05, 1.1455967569628335e-05, 6.185895741317418e-06, -3.571428571428571e-06]",5545.177444479563,4725.860601786203,819.3168426933598,0.05,4718.78474872966,3000,3,"[3627.8286712009717, 832.7857892605313, 857.2069785185175, 4718.78474872966, 2418.058979320077, 2432.6298923116415, 829.6103212084561, 3396.166998933166, 864.8461815078622, 3821.9753950245085, 4071.760676130477, 991.6698321743526, 3975.4025046405914]","[1, 1, 1, 2988, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
30.0,1,"[1.192011254832249e-05, 1.3837771971965759e-05, 1.453970131896122e-05, 1.1455967569628335e-05, 6.185895741317418e-06, -3.571428571428571e-06]","[0.05, 0.0, 0.0]",1708.8476220480036,"[1.823854690156735e-05, -4.6117465142060545e-06, 6.328917586549182e-06, 1.7866835464726113e-05, 3.5714285714285718e-06, -6.185895741317418e-06]",4725.860601786203,3016.9629797381995,1708.8976220480035,0.05,4289.828558941568,3000,3,"[3918.192718853188, 3841.444529128258, 3684.02154481914, 4289.828558941568, 3602.546718583399, 3748.3151814326366, 4013.9658930586006, 3700.8519525772763, 1954.8460187129754, 3630.9986295169683, 3785.559234978088, 3587.953189605266, 3948.568731904563]","[1, 1, 1, 2987, 1, 1, 2, 1, 1, 1, 1, 1, 1]"
60.0,2,"[1.823854690156735e-05, -4.6117465142060545e-06, 6.328917586549182e-06, 1.7866835464726113e-05, 3.5714285714285718e-06, -6.185895741317418e-06]","[-0.0, -0.0, -0.05]",2245.2985619495694,"[1.553895619876816e-05, -1.1896526476846903e-05, -9.298202377994547e-06, 1.651733755418175e-05, -6.6121249747875136e-06, -7.571129808109562e-06]",3016.9629797381995,771.6144177886298,2245.3485619495696,0.05,2710.3333891396983,3000,12,"[2594.4894798772525, 2489.88967928917, 2578.5067247206043, 2460.8907602509753, 2535.647222444948, 2483.1895434195267, 2483.5793934727835, 2432.8963642121566, 2506.2863698983547, 2453.452058129398, 2586.1005128702127, 2404.045999832116, 2710.3333891396983]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2988]"
90.0,3,"[1.553895619876816e-05, -1.1896526476846903e-05, -9.298202377994547e-06, 1.651733755418175e-05, -6.6121249747875136e-06, -7.571129808109562e-06]","[-0.0, -0.05, -0.0]",326.3633308820426,"[-1.0595550500298534e-05, -7.86174558428564e-06, -2.0403497933738513e-05, -8.030589931994947e-06, -9.51183310521831e-06, -3.250728261778727e-06]",771.6144177886298,445.2010869065872,326.4133308820426,0.05,516.0448286919199,3000,8,"[413.8432004492425, 417.0861471843494, 460.03888092965303, 419.9338956746186, 418.5881354123544, 397.8776284746633, 438.9161685334888, 376.8611714360853, 516.0448286919199, 427.9556716386371, 445.85645296415004, 404.1332679713331, 439.3816017489291]","[1, 1, 2, 1, 1, 1, 1, 1, 2987, 1, 1, 1, 1]"
120.0,4,"[-1.0595550500298534e-05, -7.86174558428564e-06, -2.0403497933738513e-05, -8.030589931994947e-06, -9.51183310521831e-06, -3.250728261778727e-06]","[0.0, 0.05, 0.0]",130.07276770562282,"[-7.63455660846051e-06, -3.7905505092446143e-06, -7.4148499388275624e-06, -6.525916808476411e-06, -9.86285323656624e-06, 1.9407032971087466e-06]",445.2010869065872,315.07831920096436,130.12276770562283,0.05,252.73654677606697,3000,7,"[128.72153536522148, 142.53256820727975, 174.99933005280496, 135.5883153483822, 133.460087409088, 141.75786241939844, 130.05070858978183, 252.73654677606697, 145.91304503026512, 139.09160781226177, 140.45546302014327, 122.42948026589497, 150.11239180728316]","[1, 1, 1, 1, 1, 1, 1, 2988, 1, 1, 1, 1, 1]"
150.0,5,"[-7.63455660846051e-06, -3.7905505092446143e-06, -7.4148499388275624e-06, -6.525916808476411e-06, -9.86285323656624e-06, 1.9407032971087466e-06]","[-0.0, -0.0, -0.05]",47.76229712388506,"[-9.877548597075101e-06, 4.061414426467044e-06, -1.865111298749113e-06, -9.699945858084181e-06, -1.4110673025080703e-05, 5.545359456326251e-06]",315.07831920096436,267.2660220770793,47.81229712388506,0.05,137.42097870370787,3000,12,"[75.30792951141444, 67.6976161924648, 71.85074317266954, 78.01133371633931, 105.4993506664097, 55.948224800549575, 47.73135714504293, 108.85627303392204, 57.39552433211563, 61.52349301751129, 83.55471613781964, 54.603115861120386, 137.42097870370787]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2988]"
180.0,6,"[-9.877548597075101e-06, 4.061414426467044e-06, -1.865111298749113e-06, -9.699945858084181e-06, -1.4110673025080703e-05, 5.545359456326251e-06]","[0.0, 0.05, 0.0]",57.671016293455594,"[5.268605135185229e-06, 5.447823681111771e-07, 7.27762919627274e-06, 3.7302988120498276e-06, -9.447521576052577e-06, 1.1857758674835146e-05]",267.2660220770793,209.5450057836237,57.72101629345559,0.05,102.69334172732259,3000,7,"[67.37382451656288, 65.97783400705926, 57.65748302546705, 61.072662418582816, 58.28693809162507, 60.388528323902676, 71.57057722451803, 102.69334172732259, 67.30473292072932, 55.565211514525146, 60.38505950681694, 63.1595515918041, 69.16204215292487]","[1, 1, 1, 1, 1, 1, 1, 2988, 1, 1, 1, 1, 1]"
210.0,7,"[5.268605135185229e-06, 5.447823681111771e-07, 7.27762919627274e-06, 3.7302988120498276e-06, -9.447521576052577e-06, 1.1857758674835146e-05]","[-0.0, -0.01, -0.0]",27.765625250436546,"[5.142457033090036e-06, -4.040833895898969e-06, 3.6345144797872432e-06, 4.357615310690957e-06, -2.2529143502455576e-06, 1.4992881032378823e-05]",209.5450057836237,181.76938053318716,27.775625250436548,0.01,55.00979252168294,3000,6,"[40.750038443801834, 41.4217364083715, 44.248444210850906, 41.46932985867838, 42.684843271931754, 40.80301103390482, 55.00979252168294, 40.79472726201995, 37.33880264948642, 43.48733593125825, 42.139484388773425, 40.04610866599741, 42.07616172350049]","[1, 1, 1, 1, 1, 1, 2988, 1, 1, 1, 1, 1, 1]"
240.0,8,"[5.142457033090036e-06, -4.040833895898969e-06, 3.6345144797872432e-06, 4.357615310690957e-06, -2.2529143502455576e-06, 1.4992881032378823e-05]","[-0.0, -0.01, -0.0]",12.494093353093396,"[3.0148236708536635e-06, -7.6179237907759276e-06, 4.518681097196463e-07, 3.0118298356587354e-06, 5.545359456326247e-06, 1.4110673025080703e-05]",181.76938053318716,169.26528718009376,12.504093353093396,0.01,45.83929020755092,3000,6,"[24.782744110358333, 17.901049441187354, 24.137805615187155, 19.28235531392151, 20.66207312713312, 28.18693433214815, 45.83929020755092, 17.239972546859683, 19.93014705465022, 21.390920318440845, 24.07493472996633, 24.744903497642458, 18.608442581109028]","[1, 1, 1, 1, 1, 3, 2986, 1, 1, 1, 1, 1, 1]"
270.0,9,"[3.0148236708536635e-06, -7.6179237907759276e-06, 4.518681097196463e-07, 3.0118298356587354e-06, 5.545359456326247e-06, 1.4110673025080703e-05]","[-0.0, -0.01, -0.0]",9.004918095636773,"[-9.300672607414592e-08, -8.225941648542039e-06, -1.6809186947921398e-06, 4.653010099842328e-07, 1.1857758674835146e-05, 9.44752157605258e-06]",169.26528718009376,160.250369084457,9.014918095636773,0.01,34.90396602015361,3000,6,"[20.60223702270694, 21.299514991500377, 19.196402235530975, 22.64580289243776, 21.900988240603027, 16.470654109956946, 34.90396602015361, 13.035935245183987, 8.907332039327732, 21.98764311513856, 21.283936492008642, 20.598839184775947, 10.250073048785225]","[1, 1, 1, 1, 1, 1, 2988, 1, 1, 1, 1, 1, 1]"
