time,step,action,reward,entropy,state,next_state
0.0,1,"[0.0, 0.0, 0.0]",0.0002724209522922507,4725.265565190722,"[0.0, 2.8162218703908505e-05, 1.4161801906250725e-05, -5.552158967514861e-07, 7.098528828890122e-06, 3.2904613179336424e-07]","[0.0, 2.8162218703908505e-05, 1.4161801906250725e-05, -5.552158967514861e-07, 7.098528828890122e-06, 3.2904613179336424e-07]"
120.0,2,"[-0.0, -0.0, -0.01]",-0.0098532248102976,4724.571824451484,"[0.0, 2.8162218703908505e-05, 1.4161801906250725e-05, -5.552158967514861e-07, 7.098528828890122e-06, 3.2904613179336424e-07]","[0.0, 2.8162218703908505e-05, 1.4161801906250725e-05, -5.552158967514861e-07, 6.045939985100864e-06, -4.760633590529691e-07]"
240.0,3,"[-0.0, -0.01, -0.0]",-0.009999515878395015,4724.5695362249735,"[0.0, 2.8162218703908505e-05, 1.4161801906250725e-05, -5.552158967514861e-07, 6.045939985100864e-06, -4.760633590529691e-07]","[-2.65039209651738e-06, 2.867752325687842e-05, 1.228193287831079e-05, -2.423549566916952e-06, 6.045939985100864e-06, -4.760633590529691e-07]"
360.0,4,"[0.0, 0.05, 0.0]",-0.048241655972155593,4716.258629673364,"[-2.65039209651738e-06, 2.867752325687842e-05, 1.228193287831079e-05, -2.423549566916952e-06, 6.045939985100864e-06, -4.760633590529691e-07]","[1.0601568386069519e-05, 2.661288556136467e-05, 2.0397662989593748e-05, 8.052584328411991e-06, 6.045939985100864e-06, -4.760633590529691e-07]"
480.0,5,"[-0.0, -0.0, -0.01]",-0.01,4716.258629673364,"[1.0601568386069519e-05, 2.661288556136467e-05, 2.0397662989593748e-05, 8.052584328411991e-06, 6.045939985100864e-06, -4.760633590529691e-07]","[1.0601568386069519e-05, 2.4555769965397665e-05, 2.0397662989593748e-05, 8.052584328411991e-06, 5.376290610682743e-06, -1.6196167166458137e-06]"
600.0,6,"[0.01, 0.0, 0.0]",-0.006189529110748386,4698.248236384731,"[1.0601568386069519e-05, 2.4555769965397665e-05, 2.0397662989593748e-05, 8.052584328411991e-06, 5.376290610682743e-06, -1.6196167166458137e-06]","[1.0601568386069519e-05, 1.9848262272913277e-05, 2.161804648346457e-05, 7.536049049647711e-06, 5.376290610682743e-06, -1.6196167166458137e-06]"
720.0,7,"[-0.0, -0.01, -0.0]",-0.003844707685626291,4669.1549199389665,"[1.0601568386069519e-05, 1.9848262272913277e-05, 2.161804648346457e-05, 7.536049049647711e-06, 5.376290610682743e-06, -1.6196167166458137e-06]","[7.951176289552138e-06, 1.8308205555762283e-05, 2.0908467679492186e-05, 4.982409257853475e-06, 5.376290610682743e-06, -1.6196167166458137e-06]"
840.0,8,"[-0.0, -0.0, -0.05]",-0.05,4669.1549199389665,"[7.951176289552138e-06, 1.8308205555762283e-05, 2.0908467679492186e-05, 4.982409257853475e-06, 5.376290610682743e-06, -1.6196167166458137e-06]","[7.951176289552138e-06, 1.6765363747316555e-05, 2.0908467679492186e-05, 4.982409257853475e-06, 4.440717276029957e-06, -8.179214013240924e-06]"
960.0,9,"[0.0, 0.05, 0.0]",-0.047362484048968825,4656.688560540419,"[7.951176289552138e-06, 1.6765363747316555e-05, 2.0908467679492186e-05, 4.982409257853475e-06, 4.440717276029957e-06, -8.179214013240924e-06]","[2.1203136772139038e-05, 1.2634095928507904e-05, 2.1071598410857686e-05, 1.8233365638301225e-05, 4.440717276029957e-06, -8.179214013240924e-06]"
1080.0,10,"[-0.05, -0.0, -0.0]",-0.05,4656.688560540419,"[2.1203136772139038e-05, 1.2634095928507904e-05, 2.1071598410857686e-05, 1.8233365638301225e-05, 4.440717276029957e-06, -8.179214013240924e-06]","[2.1203136772139038e-05, 2.177187974151249e-05, 1.4490957181007783e-05, 1.74595600024916e-05, 4.440717276029957e-06, -8.179214013240924e-06]"
1200.0,11,"[0.0, 0.05, 0.0]",-0.04619025473740005,4638.681596964741,"[2.1203136772139038e-05, 2.177187974151249e-05, 1.4490957181007783e-05, 1.74595600024916e-05, 4.440717276029957e-06, -8.179214013240924e-06]","[3.445509725472594e-05, 1.5067334222696785e-05, 1.1258465918760404e-05, 3.031123136739738e-05, 4.440717276029957e-06, -8.179214013240924e-06]"
1320.0,12,"[0.01, 0.0, 0.0]",-0.01,4638.681596964741,"[3.445509725472594e-05, 1.5067334222696785e-05, 1.1258465918760404e-05, 3.031123136739738e-05, 4.440717276029957e-06, -8.179214013240924e-06]","[3.445509725472594e-05, 5.731515786635033e-06, 1.2491195617074725e-05, 3.079756670151812e-05, 4.440717276029957e-06, -8.179214013240924e-06]"
