time,step,action,reward,entropy,state,next_state
0.0,1,"[0.0, 0.05, 0.0]",-0.049207066553522964,4890.967739678022,"[0.0, 3.141079439768774e-05, 1.4987989253417456e-05, -6.608759866915876e-07, 6.5419600851940605e-06, 1.2365290837706762e-06]","[1.32519604825869e-05, 2.8839408421846432e-05, 2.64645236812852e-05, 5.965104254601861e-06, 6.5419600851940605e-06, 1.2365290837706762e-06]"
120.0,2,"[0.0, 0.01, 0.0]",-0.009999529953507908,4890.965438871406,"[1.32519604825869e-05, 2.8839408421846432e-05, 2.64645236812852e-05, 5.965104254601861e-06, 6.5419600851940605e-06, 1.2365290837706762e-06]","[1.590235257910428e-05, 2.575324262122779e-05, 2.8569701368863717e-05, 7.575323236294528e-06, 6.5419600851940605e-06, 1.2365290837706762e-06]"
240.0,3,"[0.0, 0.01, 0.0]",-0.009858275343575371,4890.271718074494,"[1.590235257910428e-05, 2.575324262122779e-05, 2.8569701368863717e-05, 7.575323236294528e-06, 6.5419600851940605e-06, 1.2365290837706762e-06]","[1.855274467562166e-05, 2.2152308973718125e-05, 3.0449570396803652e-05, 9.443656906459993e-06, 6.5419600851940605e-06, 1.2365290837706762e-06]"
360.0,4,"[-0.0, -0.0, -0.01]",-0.009999999985397282,4890.271718003016,"[1.855274467562166e-05, 2.2152308973718125e-05, 3.0449570396803652e-05, 9.443656906459993e-06, 6.5419600851940605e-06, 1.2365290837706762e-06]","[1.855274467562166e-05, 1.8552392461069168e-05, 3.0449570396803652e-05, 9.443656906459993e-06, 5.730387074065765e-06, 1.889156942377818e-07]"
480.0,5,"[0.0, 0.0, 0.01]",-0.01,4890.271718003016,"[1.855274467562166e-05, 1.8552392461069168e-05, 3.0449570396803652e-05, 9.443656906459993e-06, 5.730387074065765e-06, 1.889156942377818e-07]","[1.855274467562166e-05, 1.4952475948420209e-05, 3.0449570396803652e-05, 9.443656906459993e-06, 6.400036448483886e-06, 1.3324690518306264e-06]"
600.0,6,"[-0.01, -0.0, -0.0]",-0.007170186381596019,4876.420207560186,"[1.855274467562166e-05, 1.4952475948420209e-05, 3.0449570396803652e-05, 9.443656906459993e-06, 6.400036448483886e-06, 1.3324690518306264e-06]","[1.855274467562166e-05, 1.4002951532288629e-05, 2.922918690293283e-05, 9.960192185224274e-06, 6.400036448483886e-06, 1.3324690518306264e-06]"
720.0,7,"[0.0, 0.0, 0.01]",-0.01,4876.420207560186,"[1.855274467562166e-05, 1.4002951532288629e-05, 2.922918690293283e-05, 9.960192185224274e-06, 6.400036448483886e-06, 1.3324690518306264e-06]","[1.855274467562166e-05, 1.0403035019639668e-05, 2.922918690293283e-05, 9.960192185224274e-06, 6.754825850470079e-06, 2.6092889477277444e-06]"
840.0,8,"[-0.0, -0.01, -0.0]",-0.01,4876.420207560186,"[1.855274467562166e-05, 1.0403035019639668e-05, 2.922918690293283e-05, 9.960192185224274e-06, 6.754825850470079e-06, 2.6092889477277444e-06]","[1.590235257910428e-05, 7.320509866309116e-06, 2.8854957569071713e-05, 7.33635326658623e-06, 6.754825850470079e-06, 2.6092889477277444e-06]"
960.0,9,"[0.0, 0.05, 0.0]",-0.05,4876.420207560186,"[1.590235257910428e-05, 7.320509866309116e-06, 2.8854957569071713e-05, 7.33635326658623e-06, 6.754825850470079e-06, 2.6092889477277444e-06]","[2.915431306169118e-05, 1.6464820225822863e-06, 2.9018088300437213e-05, 2.0587309647033984e-05, 6.754825850470079e-06, 2.6092889477277444e-06]"
1080.0,10,"[-0.0, -0.0, -0.05]",-0.05,4876.420207560186,"[2.915431306169118e-05, 1.6464820225822863e-06, 2.9018088300437213e-05, 2.0587309647033984e-05, 6.754825850470079e-06, 2.6092889477277444e-06]","[2.915431306169118e-05, -4.010454671918206e-06, 2.9018088300437213e-05, 2.0587309647033984e-05, 7.528631486279704e-06, -3.971352282122159e-06]"
