time,action,reward,entropy
0.0,"[0.0, 0.0, 0.05]",906.5808584831849,5545.177444479563
30.0,"[-0.0, -0.01, -0.0]",1070.2531492834325,4638.596085996378
60.0,"[-0.0, -0.0, -0.01]",275.1324402725006,3568.3428367129454
90.0,"[-0.0, -0.0, -0.01]",-0.0001,3293.210296440445
120.0,"[0.05, 0.0, 0.0]",-0.0005,3293.210296440445
