time,state,action,reward,next_state
0.0,"[0.0, 2.857142857142857e-05, 1.4285714285714285e-05, 0.0, 7.142857142857143e-06, 0.0]","[0.05, 0.0, 0.0]",811.698511949804,"[ 1.19201125e-05  1.38377720e-05  1.45397013e-05  1.14559676e-05
  6.18589574e-06 -3.57142857e-06]"
30.0,"[1.192011254832249e-05, 1.3837771971965759e-05, 1.453970131896122e-05, 1.1455967569628335e-05, 6.185895741317418e-06, -3.571428571428571e-06]","[0.05, 0.0, 0.0]",1713.0496455751145,"[ 1.82385469e-05 -4.61174651e-06  6.32891759e-06  1.78668355e-05
  3.57142857e-06 -6.18589574e-06]"
60.0,"[1.823854690156735e-05, -4.6117465142060545e-06, 6.328917586549182e-06, 1.7866835464726113e-05, 3.5714285714285718e-06, -6.185895741317418e-06]","[-0.0, -0.0, -0.05]",2246.039422454409,"[ 1.55389562e-05 -1.18965265e-05 -9.29820238e-06  1.65173376e-05
 -6.61212497e-06 -7.57112981e-06]"
90.0,"[1.553895619876816e-05, -1.1896526476846903e-05, -9.298202377994547e-06, 1.651733755418175e-05, -6.6121249747875136e-06, -7.571129808109562e-06]","[-0.01, -0.0, -0.0]",353.57182464582297,"[ 2.69233021e-06 -1.27150431e-05 -1.95778755e-05  5.26184961e-06
 -9.51183311e-06 -3.25072826e-06]"
120.0,"[2.6923302099356625e-06, -1.2715043114490835e-05, -1.9577875540210213e-05, 5.2618496056395976e-06, -9.51183310521831e-06, -3.250728261778727e-06]","[-0.01, -0.0, -0.0]",32.14723185566481,"[-1.17846623e-05 -4.54946756e-06 -1.94545563e-05 -8.76689510e-06
 -9.86285324e-06  1.94070330e-06]"
150.0,"[-1.1784662255656192e-05, -4.549467555953074e-06, -1.9454556330350586e-05, -8.766895100154724e-06, -9.86285323656624e-06, 1.9407032971087466e-06]","[0.0, 0.05, 0.0]",109.72305092093416,"[-7.17643377e-06 -4.92387876e-08 -7.03606115e-06 -5.93100572e-06
 -7.57112981e-06  6.61212497e-06]"
180.0,"[-7.176433774595304e-06, -4.923878761772639e-08, -7.0360611508768826e-06, -5.931005722760231e-06, -7.571129808109564e-06, 6.6121249747875136e-06]","[0.05, 0.0, 0.0]",45.75800462415481,"[-9.40526833e-06 -3.48174843e-06  3.89792138e-06 -1.05493352e-05
 -3.25072826e-06  9.51183311e-06]"
210.0,"[-9.405268329798106e-06, -3.4817484289389614e-06, 3.897921378541535e-06, -1.05493351668386e-05, -3.250728261778728e-06, 9.511833105218307e-06]","[0.0, 0.05, 0.0]",50.042656906504874,"[ 8.57323307e-06 -9.36375740e-06  1.24973515e-05  5.56092653e-06
  1.94070330e-06  9.86285324e-06]"
240.0,"[8.573233067259855e-06, -9.363757404839948e-06, 1.2497351506004788e-05, 5.560926531228603e-06, 1.9407032971087445e-06, 9.862853236566238e-06]","[-0.0, -0.01, -0.0]",10.396635996027499,"[ 9.97115106e-06 -1.89045060e-05  7.83369991e-06  8.06221570e-06
  6.61212497e-06  7.57112981e-06]"
270.0,"[9.971151063514032e-06, -1.8904505985666252e-05, 7.833699906015885e-06, 8.062215699922416e-06, 6.612124974787512e-06, 7.571129808109561e-06]","[-0.0, -0.05, -0.0]",7.650920503930308,"[-2.01629440e-06 -1.62681604e-05 -5.43855323e-07 -1.94425086e-06
  9.51183311e-06  3.25072826e-06]"
