time,step,action,reward,entropy,state,next_state
0.0,1,"[-0.01, -0.0, -0.0]",-0.00844551207006932,4782.132209332551,"[0.0, 2.861871954318927e-05, 1.315674945232651e-05, 1.3143129986745694e-06, 7.382471461122619e-06, 9.101656411809107e-07]","[0.0, 3.126911163970665e-05, 1.2494151428197165e-05, 2.461966441461344e-06, 7.382471461122619e-06, 9.101656411809107e-07]"
120.0,2,"[-0.0, -0.0, -0.05]",-0.04942039887316518,4779.35616478761,"[0.0, 3.126911163970665e-05, 1.2494151428197165e-05, 2.461966441461344e-06, 7.382471461122619e-06, 9.101656411809107e-07]","[0.0, 3.126911163970665e-05, 1.2494151428197165e-05, 2.461966441461344e-06, 2.1195272421763304e-06, -3.1153818130507557e-06]"
240.0,3,"[0.0, 0.0, 0.01]",-0.009999880642409786,4779.355593115176,"[0.0, 3.126911163970665e-05, 1.2494151428197165e-05, 2.461966441461344e-06, 2.1195272421763304e-06, -3.1153818130507557e-06]","[0.0, 3.126911163970665e-05, 1.2494151428197165e-05, 2.461966441461344e-06, 3.0594617561462977e-06, -2.1812149779680227e-06]"
360.0,4,"[0.0, 0.0, 0.05]",-0.04999999998507633,4779.355593043698,"[0.0, 3.126911163970665e-05, 1.2494151428197165e-05, 2.461966441461344e-06, 3.0594617561462977e-06, -2.1812149779680227e-06]","[0.0, 3.126911163970665e-05, 1.2494151428197165e-05, 2.461966441461344e-06, 7.117326811787776e-06, 3.0568519696964488e-06]"
480.0,5,"[0.01, 0.0, 0.0]",-0.0046497798495444,4753.730298724464,"[0.0, 3.126911163970665e-05, 1.2494151428197165e-05, 2.461966441461344e-06, 7.117326811787776e-06, 3.0568519696964488e-06]","[0.0, 2.861871954318927e-05, 1.363770478579001e-05, 1.7923170670432236e-06, 7.117326811787776e-06, 3.0568519696964488e-06]"
600.0,6,"[0.0, 0.0, 0.01]",-0.01,4753.730298724464,"[0.0, 2.861871954318927e-05, 1.363770478579001e-05, 1.7923170670432236e-06, 7.117326811787776e-06, 3.0568519696964488e-06]","[0.0, 2.861871954318927e-05, 1.363770478579001e-05, 1.7923170670432236e-06, 7.633862090552056e-06, 4.2772354635672706e-06]"
720.0,7,"[-0.0, -0.01, -0.0]",-0.01,4753.730298724464,"[0.0, 2.861871954318927e-05, 1.363770478579001e-05, 1.7923170670432236e-06, 7.633862090552056e-06, 4.2772354635672706e-06]","[-2.65039209651738e-06, 2.913579205259321e-05, 1.2928125981817623e-05, -7.613227247510125e-07, 7.633862090552056e-06, 4.2772354635672706e-06]"
840.0,8,"[0.01, 0.0, 0.0]",-0.01,4753.730298724464,"[-2.65039209651738e-06, 2.913579205259321e-05, 1.2928125981817623e-05, -7.613227247510125e-07, 7.633862090552056e-06, 4.2772354635672706e-06]","[-2.65039209651738e-06, 2.6999687374185034e-05, 1.4240045441136645e-05, -9.484373916815698e-07, 7.633862090552056e-06, 4.2772354635672706e-06]"
960.0,9,"[-0.05, -0.0, -0.0]",-0.05,4753.730298724464,"[-2.65039209651738e-06, 2.6999687374185034e-05, 1.4240045441136645e-05, -9.484373916815698e-07, 7.633862090552056e-06, 4.2772354635672706e-06]","[-2.65039209651738e-06, 4.076593527488114e-05, 7.614567250912769e-06, -8.668720259988198e-07, 7.633862090552056e-06, 4.2772354635672706e-06]"
1080.0,10,"[-0.0, -0.01, -0.0]",-0.01,4753.730298724464,"[-2.65039209651738e-06, 4.076593527488114e-05, 7.614567250912769e-06, -8.668720259988198e-07, 7.633862090552056e-06, 4.2772354635672706e-06]","[-5.30078419303476e-06, 4.179816506192422e-05, 7.924089505236619e-06, -3.4991285179387815e-06, 7.633862090552056e-06, 4.2772354635672706e-06]"
1200.0,11,"[0.0, 0.05, 0.0]",-0.05,4753.730298724464,"[-5.30078419303476e-06, 4.179816506192422e-05, 7.924089505236619e-06, -3.4991285179387815e-06, 7.633862090552056e-06, 4.2772354635672706e-06]","[7.951176289552138e-06, 4.023620407420716e-05, 4.691598242989239e-06, 9.352542846966998e-06, 7.633862090552056e-06, 4.2772354635672706e-06]"
1320.0,12,"[0.0, 0.0, 0.05]",-0.05,4753.730298724464,"[7.951176289552138e-06, 4.023620407420716e-05, 4.691598242989239e-06, 9.352542846966998e-06, 7.633862090552056e-06, 4.2772354635672706e-06]","[7.951176289552138e-06, 3.8693362265761426e-05, 4.691598242989239e-06, 9.352542846966998e-06, 5.202185419948369e-06, 1.0440883955138878e-05]"
1440.0,13,"[0.0, 0.0, 0.01]",0.004172524176270356,4685.849895105473,"[7.951176289552138e-06, 3.8693362265761426e-05, 4.691598242989239e-06, 9.352542846966998e-06, 5.202185419948369e-06, 1.0440883955138878e-05]","[7.951176289552138e-06, 3.7150520457315695e-05, 4.691598242989239e-06, 9.352542846966998e-06, 4.560890990114871e-06, 1.1600576164556953e-05]"
1560.0,14,"[-0.0, -0.0, -0.05]",-0.036839321615440325,4622.815805374342,"[7.951176289552138e-06, 3.7150520457315695e-05, 4.691598242989239e-06, 9.352542846966998e-06, 4.560890990114871e-06, 1.1600576164556953e-05]","[7.951176289552138e-06, 3.560767864886996e-05, 4.691598242989239e-06, 9.352542846966998e-06, 8.48857550956589e-06, 6.264200196385669e-06]"
1680.0,15,"[0.0, 0.0, 0.01]",-0.0010341695061153629,4579.873264925312,"[7.951176289552138e-06, 3.560767864886996e-05, 4.691598242989239e-06, 9.352542846966998e-06, 8.48857550956589e-06, 6.264200196385669e-06]","[7.951176289552138e-06, 3.406483684042423e-05, 4.691598242989239e-06, 9.352542846966998e-06, 7.5719231781115656e-06, 7.221223220957073e-06]"
1800.0,16,"[0.01, 0.0, 0.0]",-0.008261809875668744,4571.54806852849,"[7.951176289552138e-06, 3.406483684042423e-05, 4.691598242989239e-06, 9.352542846966998e-06, 7.5719231781115656e-06, 7.221223220957073e-06]","[7.951176289552138e-06, 2.9871602935461123e-05, 5.522376360695393e-06, 1.0384992499715774e-05, 7.5719231781115656e-06, 7.221223220957073e-06]"
1920.0,17,"[0.0, 0.01, 0.0]",-0.002911351062265483,4537.596434717739,"[7.951176289552138e-06, 2.9871602935461123e-05, 5.522376360695393e-06, 1.0384992499715774e-05, 7.5719231781115656e-06, 7.221223220957073e-06]","[1.0601568386069519e-05, 2.7810996487108493e-05, 3.2603887853223494e-06, 1.1766292783556972e-05, 7.5719231781115656e-06, 7.221223220957073e-06]"
2040.0,18,"[0.0, 0.05, 0.0]",-0.03886241636613996,4484.252114185724,"[1.0601568386069519e-05, 2.7810996487108493e-05, 3.2603887853223494e-06, 1.1766292783556972e-05, 7.5719231781115656e-06, 7.221223220957073e-06]","[2.385352886865642e-05, 2.3166481717924e-05, -8.84599094312129e-06, 1.715610043344335e-05, 7.5719231781115656e-06, 7.221223220957073e-06]"
2160.0,19,"[0.0, 0.0, 0.05]",-0.045949752609161114,4464.853140211332,"[2.385352886865642e-05, 2.3166481717924e-05, -8.84599094312129e-06, 1.715610043344335e-05, 7.5719231781115656e-06, 7.221223220957073e-06]","[2.385352886865642e-05, 1.853804829905531e-05, -8.84599094312129e-06, 1.715610043344335e-05, 1.221666776115372e-06, 9.11274583169097e-06]"
