time,action,reward,entropy
0.0,"[-0.0, -0.01, -0.0]",934.9768548909854,5545.177444479563
30.0,"[0.0, 0.0, 0.05]",-0.0005,4610.2004895885775
60.0,"[0.05, 0.0, 0.0]",1315.3261687570339,4610.2004895885775
90.0,"[-0.0, -0.05, -0.0]",238.21310931037817,3294.8738208315435
120.0,"[0.01, 0.0, 0.0]",12.467974272893318,3056.6602115211654
