time,state,action,reward,next_state
300.0,"[0.0, 6.166820030955764e-05, 9.122468478470297e-05, 0.00010432111518871922, 0.01059606032315883, -0.0005575787539701853]","[-0.0, -0.0, -0.05]",13.159506593122387,"[ 0.00000000e+00  6.16682003e-05  9.45501641e-05  1.01316853e-04
  3.94997505e-03 -6.85658113e-04]"
330.0,"[0.0, 6.166820030955762e-05, 9.455016405545545e-05, 0.00010131685282011528, 0.003949975047420064, -0.000685658113101589]","[-0.0, -0.0, -0.05]",0.0,"[ 0.00000000e+00  6.16682003e-05  9.77767628e-05  9.82066334e-05
 -2.69677639e-03 -5.98772049e-04]"
360.0,"[0.0, 6.166820030955756e-05, 9.777676283857457e-05, 9.82066333660593e-05, -0.002696776386657016, -0.0005987720485030173]","[0.01, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -2.58872390e-03  5.80514342e-05 -1.22950939e-03
 -2.71472729e-03 -5.11259789e-04]"
390.0,"[0.0, -0.0025887238962078226, 5.805143415728389e-05, -0.0012295093942715663, -0.00271472729280429, -0.0005112597885643458]","[-0.01, -0.0, -0.0]",4.849171856903013,"[ 0.00000000e+00  6.16682003e-05  6.11150679e-05  9.37595501e-05
 -2.72983914e-03 -4.23212854e-04]"
420.0,"[0.0, 6.166820030955748e-05, 6.111506793383843e-05, 9.37595500757727e-05, -0.0027298391392715977, -0.00042321285353858585]","[-0.0, -0.0, -0.05]",49.883157759913956,"[ 0.00000000e+00  6.16682003e-05  6.41147876e-05  9.17343925e-05
 -9.36461164e-03 -1.20474960e-04]"
450.0,"[0.0, 6.166820030955745e-05, 6.41147876201382e-05, 9.173439250026998e-05, -0.009364611640917673, -0.00012047495983007612]","[0.0, 0.0, 0.01]",92.8382739303288,"[ 0.00000000e+00  6.16682003e-05  6.70474561e-05  8.96132992e-05
 -8.03910729e-03  1.39539254e-04]"
480.0,"[0.0, 6.166820030955743e-05, 6.704745611168096e-05, 8.961329916882446e-05, -0.008039107293975925, 0.0001395392538949234]","[0.0, 0.0, 0.05]",54.76376752645592,"[ 0.00000000e+00  6.16682003e-05  6.99100064e-05  8.73984883e-05
 -1.40787618e-03  1.85159175e-04]"
510.0,"[0.0, 6.16682003095574e-05, 6.991000642605153e-05, 8.73984883191835e-05, -0.0014078761843552513, 0.000185159174565855]","[0.0, 0.0, 0.05]",51.27516826584542,"[0.00000000e+00 6.16682003e-05 7.26994449e-05 8.50922762e-05
 5.22136256e-03 1.63370929e-05]"
540.0,"[0.0, 6.166820030955737e-05, 7.269944491036959e-05, 8.509227619880175e-05, 0.005221362558600601, 1.6337092905354613e-05]","[-0.0, -0.0, -0.05]",58.90550291539421,"[ 0.00000000e+00  6.16682003e-05  7.54128544e-05  8.26970746e-05
 -1.40335496e-03  6.17462889e-05]"
570.0,"[0.0, 6.166820030955735e-05, 7.54128543720495e-05, 8.269707464251126e-05, -0.0014033549554337626, 6.174628893732978e-05]","[0.01, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -2.58872390e-03  3.51977245e-05 -1.24428772e-03
 -1.40062460e-03  1.07090911e-04]"
