step,entropy
0,5545.177444479563
1,5433.672785414786
2,5269.527813859607
3,5166.272899686728
4,5076.229507758255
5,4992.4238683724425
6,4940.469272192706
7,4892.651265921134
8,4783.218617413219
9,4728.495433947786
10,4699.400974371587
11,4686.2414677784645
12,4686.2414677784645
13,4686.2414677784645
14,4681.3922959215615
15,4631.509138161648
16,4538.670864231319
17,4483.907096704863
18,4432.631928439017
19,4373.726425523623
20,4373.726425523623
