time,step,state,action,reward,next_state,entropy_before,entropy_after,info_gain,dv_cost,predicted_value,root_N,root_best_idx,root_Q_sa,root_N_sa
0.0,0,"[-1.6595599059485204e-05, 4.406489868843162e-05, -9.997712503653102e-05, 0.00016046651452636797, -7.06488218365774e-05, -8.153228104624044e-05]","[-0.0, -0.0, -0.01]",367.75750225712204,"[0.0, 4.4064898688431605e-05, -9.473622787366836e-05, 0.0001636153261252735, -0.0013977512963431911, -3.6355574466716296e-05]",5545.177444479563,5177.419842222441,367.757602257122,0.01,2417.0953687697465,1000,10,"[315.11899824366645, -0.0019414940083792684, -0.0029556319330402356, -0.0028092006285600282, -0.0035494184049359736, -0.0026685012960719215, -0.002223821424394115, -0.0036080223948139344, -0.0032415222247600675, 457.55959828714674, 2417.0953687697465, 67.1769035509015, 453.91184381108843]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 984, 1, 1]"
30.0,1,"[0.0, 4.4064898688431605e-05, -9.473622787366836e-05, 0.0001636153261252735, -0.0013977512963431911, -3.6355574466716296e-05]","[-0.0, -0.0, -0.01]",325.58413192984995,"[0.0, 4.4064898688431605e-05, -8.939625563777674e-05, 0.00016659302894406027, -0.0027226990591415956, 5.1708825346448155e-05]",5177.419842222441,4851.835610292591,325.5842319298499,0.01,2189.9097451836483,1000,10,"[433.49833937063494, 79.83981172303358, -0.0027647372444874353, -0.002998198979169585, 43.318340651216424, -0.003924632632139893, -0.0029978503021005133, -0.0032863940572939758, -0.0032232902410800446, 326.58933043663103, 2189.9097451836483, 129.51299342790767, 184.9248627151887]","[8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 981, 1, 1]"
60.0,2,"[0.0, 4.4064898688431605e-05, -8.939625563777674e-05, 0.00016659302894406027, -0.0027226990591415956, 5.1708825346448155e-05]","[0.0, 0.0, 0.01]",259.11917563538304,"[0.0, 4.4064898688431605e-05, -8.396279286764474e-05, 0.00016939650890344883, -0.0013951002733711508, 9.686947550820812e-05]",4851.835610292591,4592.716334657208,259.119275635383,0.01,2033.1230309829448,1000,9,"[272.9229515696545, -0.0034956836118043813, -0.0030676861433082217, -0.0035765006515173572, -0.0027957408141475004, 46.882270771956605, 252.28541581799485, -0.0023390822012858215, -0.0020208314911762722, 2033.1230309829448, 236.1804801161776, 336.1750150641881, 159.8189670608284]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 981, 1, 8, 1]"
90.0,3,"[0.0, 4.4064898688431605e-05, -8.396279286764474e-05, 0.00016939650890344883, -0.0013951002733711508, 9.686947550820812e-05]","[0.0, 0.0, 0.0]",224.46134809397245,"[0.0, 4.4064898688431605e-05, -7.844152187438853e-05, 0.0001720228341262899, -0.0013912385410844378, 0.00014192881964823106]",4592.716334657208,4368.254986563235,224.46134809397245,0.0,1909.8317875569749,1000,0,"[1909.8317875569749, -0.0029611740802838672, -0.002125328770335873, 97.09393265131492, -0.003333287626913285, 256.90544946379487, -0.0028568006391007845, -0.0034263180924731405, -0.002523888118888229, 96.43650642020752, 215.42568333679085, 217.22820654527578, 180.26092761075552]","[988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
120.0,4,"[0.0, 4.4064898688431605e-05, -7.844152187438853e-05, 0.0001720228341262899, -0.0013912385410844378, 0.00014192881964823106]","[0.0, 0.0, 0.05]",288.8755157043462,"[0.0, 4.4064898688431645e-05, -7.283821679889537e-05, 0.0001744692580037192, 0.005236593666196581, -2.740862827181021e-05]",4368.254986563235,4079.3789708588893,288.8760157043462,0.05,1864.6915189095223,1000,11,"[284.16332033366103, -0.003239103042544202, -0.0029784749969559167, -0.0032275688724262724, -0.0027912941993613973, -0.002767510197674222, -0.0031984765731446685, -0.0027809041033023435, -0.0019032808081342405, 90.17321430084831, 224.76003780736022, 1864.6915189095223, 90.7303493485578]","[10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 979, 1]"
150.0,5,"[0.0, 4.4064898688431645e-05, -7.283821679889537e-05, 0.0001744692580037192, 0.005236593666196581, -2.740862827181021e-05]","[-0.0, -0.0, -0.05]",331.16492177625844,"[0.0, 4.40648986884317e-05, -6.715873757323157e-05, 0.00017673322206755878, -0.001389546312193029, 1.753095074162313e-05]",4079.3789708588893,3748.213549082631,331.1654217762584,0.05,1706.1257059054194,1000,12,"[100.44323366832087, -0.0028643865671251468, -0.0026052592190994833, 47.985078223142494, -0.002158249896171383, -0.001872262406326705, 49.459710249629346, -0.0028114434695220565, -0.002949849100433615, 73.41942372613988, 159.81143671387844, 22.85854006033063, 1706.1257059054194]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988]"
180.0,6,"[0.0, 4.40648986884317e-05, -6.715873757323157e-05, 0.00017673322206755878, -0.001389546312193029, 1.753095074162313e-05]","[0.0, 0.0, 0.0]",225.2213734939055,"[0.0, 4.406489868843173e-05, -6.14090237923301e-05, 0.00017881235866596098, -0.0013882528628424867, 6.245219590047964e-05]",3748.213549082631,3522.9921755887253,225.2213734939055,0.0,1461.9761383365199,1000,0,"[1461.9761383365199, -0.0027859583901684204, -0.002401359727835263, -0.0036453437229145374, -0.002446263311614145, 155.54149183702373, 132.28362348413293, -0.003001669761883618, -0.0036171570538630735, 214.69826283717947, 218.28315698390372, 143.4139537078425, 85.21145839249392]","[986, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1]"
210.0,7,"[0.0, 4.406489868843173e-05, -6.14090237923301e-05, 0.00017881235866596098, -0.0013882528628424867, 6.245219590047964e-05]","[-0.0, -0.0, -0.01]",196.08737227233834,"[0.0, 4.406489868843173e-05, -5.559508850236691e-05, 0.00018070449343949704, -0.0027100106834967524, 0.0001501578012039916]",3522.9921755887253,3326.904703316387,196.08747227233835,0.01,1332.1300334802365,1000,10,"[223.12133496951094, -0.0026166375217259153, 22.507897525654993, -0.0035546284570953986, -0.0025846831247900424, 9.956122035083503, 140.56147708799935, -0.0032694471677871197, -0.0032196937505459757, 114.44135654883058, 1332.1300334802365, 150.36856260157322, 145.432081351372]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988, 1, 1]"
240.0,8,"[0.0, 4.406489868843173e-05, -5.559508850236691e-05, 0.00018070449343949704, -0.0027100106834967524, 0.0001501578012039916]","[0.0, 0.0, 0.05]",222.4345693304623,"[0.0, 4.406489868843174e-05, -4.9723011912321896e-05, 0.0001824076475951004, 0.003918777189977265, 2.3458008584963244e-05]",3326.904703316387,3104.4696339859247,222.43506933046228,0.05,1253.2030010774756,1000,11,"[122.27994127370977, -0.0025187234706819423, -0.003494065900514933, -0.0030702970056638167, -0.00384215244286641, -0.0027037533826175793, -0.003372408869899911, -0.0021927159858715455, -0.0025012176219747074, 196.08817731233, 94.54780132009002, 1253.2030010774756, 41.5693899296508]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988, 1]"
270.0,9,"[0.0, 4.406489868843174e-05, -4.9723011912321896e-05, 0.0001824076475951004, 0.003918777189977265, 2.3458008584963244e-05]","[-0.0, -0.0, -0.05]",180.88117795164283,"[0.0, 4.406489868843175e-05, -4.3798935035301095e-05, 0.00018392003997548697, -0.0027050289507790145, 0.0001109820466103611]",3104.4696339859247,2923.587956034282,180.8816779516428,0.05,1125.6809298070302,1000,12,"[137.90056249453906, 59.89367223319205, -0.002465707112639708, -0.004596453589395311, -0.003134048832859465, -0.0023097331621642295, -0.0026421390722191863, -0.0037944870744895534, -0.002508470765866656, 98.41327977332793, 227.53014260865808, 29.794709250419324, 1125.6809298070302]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 976]"
