step,entropy
0,5545.177444479563
1,5177.419842222441
2,4851.835610292591
3,4592.716334657208
4,4368.254986563235
5,4079.3789708588893
6,3748.213549082631
7,3522.9921755887253
8,3326.904703316387
9,3104.4696339859247
10,2923.587956034282
11,2721.22157391331
12,2586.7361665834187
13,2446.7255881235196
14,2321.934522228572
15,2199.258338105852
16,2103.601745069167
17,2005.15541526123
18,1913.643413545406
19,1822.1188364655884
20,1769.4076409177635
