time,action,reward,entropy
0.0,"[0.0, 0.0, 0.05]",803.3871056841073,5545.177444479563
30.0,"[0.0, 0.0, 0.01]",-0.0001,4741.789838795456
60.0,"[0.0, 0.0, 0.01]",2074.113462599066,4741.789838795456
90.0,"[0.0, 0.0, 0.0]",877.3604401155749,2667.676276196389
120.0,"[-0.01, -0.0, -0.0]",700.8385544668997,1790.3158360808143
