time,state,action,reward,next_state
0.0,"[0.0, 2.857142857142857e-05, 1.4285714285714285e-05, 0.0, 7.142857142857143e-06, 0.0]","[0.05, 0.0, 0.0]",814.4688140383696,"[ 1.19201125e-05  1.38377720e-05  1.45397013e-05  1.14559676e-05
  6.18589574e-06 -3.57142857e-06]"
30.0,"[1.192011254832249e-05, 1.3837771971965759e-05, 1.453970131896122e-05, 1.1455967569628335e-05, 6.185895741317418e-06, -3.571428571428571e-06]","[0.05, 0.0, 0.0]",1717.2062419098756,"[ 1.82385469e-05 -4.61174651e-06  6.32891759e-06  1.78668355e-05
  3.57142857e-06 -6.18589574e-06]"
60.0,"[1.823854690156735e-05, -4.6117465142060545e-06, 6.328917586549182e-06, 1.7866835464726113e-05, 3.5714285714285718e-06, -6.185895741317418e-06]","[-0.0, -0.0, -0.05]",2247.4302895439937,"[ 1.55389562e-05 -1.18965265e-05 -9.29820238e-06  1.65173376e-05
 -6.61212497e-06 -7.57112981e-06]"
90.0,"[1.553895619876816e-05, -1.1896526476846903e-05, -9.298202377994547e-06, 1.651733755418175e-05, -6.6121249747875136e-06, -7.571129808109562e-06]","[-0.01, -0.0, -0.0]",346.6329224951972,"[ 2.69233021e-06 -1.27150431e-05 -1.95778755e-05  5.26184961e-06
 -9.51183311e-06 -3.25072826e-06]"
120.0,"[2.6923302099356625e-06, -1.2715043114490835e-05, -1.9577875540210213e-05, 5.2618496056395976e-06, -9.51183310521831e-06, -3.250728261778727e-06]","[-0.0, -0.0, -0.05]",31.4512252624894,"[-1.18275119e-05 -7.03529956e-06 -1.81542303e-05 -9.02242733e-06
 -1.64334704e-05  1.08594905e-06]"
150.0,"[-1.1827511928258479e-05, -7.035299563273997e-06, -1.815423027728339e-05, -9.02242733302396e-06, -1.643347035599001e-05, 1.085949047077493e-06]","[0.0, 0.05, 0.0]",115.2282148023479,"[-6.36486076e-06 -2.99140516e-06 -5.85161599e-06 -5.33667061e-06
 -1.36888283e-05  9.15719464e-06]"
180.0,"[-6.364860763466992e-06, -2.99140516288344e-06, -5.8516159892087905e-06, -5.336670610789291e-06, -1.3688828277087105e-05, 9.157194639979617e-06]","[0.0, 0.01, 0.0]",69.41304650867227,"[-5.27023926e-06  1.79936521e-06 -1.18102135e-06 -5.13620621e-06
 -7.27627572e-06  1.47747773e-05]"
210.0,"[-5.270239259677651e-06, 1.7993652118705193e-06, -1.1810213537126828e-06, -5.136206208365449e-06, -7.2762757160103945e-06, 1.4774777324164594e-05]","[0.05, 0.0, 0.0]",17.373841807993017,"[-4.67257454e-06 -4.10445028e-06  7.92358142e-06 -6.93044482e-06
  1.08594905e-06  1.64334704e-05]"
240.0,"[-4.6725745388663145e-06, -4.104450282217254e-06, 7.923581423650443e-06, -6.930444823479565e-06, 1.0859490470774904e-06, 1.6433470355990007e-05]","[0.0, 0.05, 0.0]",16.025850150969177,"[ 1.36396709e-05 -1.59175670e-05  1.44016289e-05  9.92425653e-06
  9.15719464e-06  1.36888283e-05]"
270.0,"[1.3639670878739446e-05, -1.591756697451051e-05, 1.4401628931701339e-05, 9.924256532941882e-06, 9.157194639979614e-06, 1.3688828277087101e-05]","[-0.0, -0.05, -0.0]",15.953247501660428,"[ 3.72842945e-06 -1.88932335e-05  4.77881554e-06  2.33056640e-06
  1.47747773e-05  7.27627572e-06]"
