time,action,reward,entropy
0.0,"[0.0, 0.0, 0.0]",683.5720403536316,5545.177444479563
30.0,"[0.0, 0.0, 0.0]",0.044013273633026984,4861.605404125931
60.0,"[0.0, 0.0, 0.0]",2147.144167263706,4861.561390852298
90.0,"[0.0, 0.0, 0.0]",0.0,2714.417223588592
120.0,"[0.0, 0.0, 0.0]",1595.6898482786733,2714.417223588592
