time,state,action,reward,next_state
840.0,"[0.0, 8.497192544726123e-05, 0.00017435829434901218, 0.00017781550212382617, -0.014659423688832697, -8.963397201560124e-06]","[0.0, 0.0, 0.01]",24.946437577433244,"[ 0.00000000e+00  8.49719254e-05  1.80016714e-04  1.72084718e-04
 -1.33275450e-02  4.22198091e-04]"
870.0,"[0.0, 8.497192544726118e-05, 0.00018001671405163457, 0.00017208471828113398, -0.013327545005939367, 0.00042219809070852564]","[0.0, 0.0, 0.05]",20.785268220587568,"[ 0.00000000e+00  8.49719254e-05  1.85486872e-04  1.66173968e-04
 -6.68440892e-03  6.38669681e-04]"
900.0,"[0.0, 8.497192544726107e-05, 0.00018548687241547025, 0.00016617396837462922, -0.006684408916343363, 0.0006386696811740358]","[0.0, 0.0, 0.05]",10.406352962111669,"[ 0.00000000e+00  8.49719254e-05  1.90763049e-04  1.60089434e-04
 -3.77469996e-05  6.40224988e-04]"
930.0,"[0.0, 8.497192544726102e-05, 0.00019076304875317987, 0.0001600894338619421, -3.7746999607184056e-05, 0.0006402249883749369]","[0.0, 0.0, 0.05]",11.782929741877979,"[0.00000000e+00 8.49719254e-05 1.95839725e-04 1.53837478e-04
 6.60548967e-03 4.26862386e-04]"
960.0,"[0.0, 8.497192544726096e-05, 0.00019583972524367526, 0.00015383747794450804, 0.006605489670434169, 0.0004268623857721744]","[-0.0, -0.0, -0.01]",24.941864698304926,"[0.00000000e+00 8.49719254e-05 2.00711593e-04 1.47424639e-04
 5.29133498e-03 2.55903043e-04]"
990.0,"[0.0, 8.497192544726091e-05, 0.0002007115927026525, 0.00014742463891293664, 0.005291334979486867, 0.000255903043422459]","[-0.0, -0.0, -0.05]",5.5560378675568245,"[ 0.00000000e+00  8.49719254e-05  2.05373556e-04  1.40857623e-04
 -1.32567286e-03  2.98924441e-04]"
1020.0,"[0.0, 8.49719254472608e-05, 0.00020537355613493272, 0.0001408576233092724, -0.0013256728560015563, 0.0002989244408815029]","[-0.0, -0.0, -0.05]",9.708632959886017,"[ 0.00000000e+00  8.49719254e-05  2.09820740e-04  1.34143299e-04
 -7.93782958e-03  5.55881586e-04]"
1050.0,"[0.0, 8.497192544726075e-05, 0.00020982074006280387, 0.00013414329891329842, -0.007937829581376317, 0.000555881586405485]","[0.0, 0.0, 0.01]",7.622331985989149,"[ 0.00000000e+00  8.49719254e-05  2.14048494e-04  1.27288688e-04
 -6.59120159e-03  7.69407719e-04]"
1080.0,"[0.0, 8.497192544726075e-05, 0.00021404849362479183, 0.00012728868756021753, -0.006591201585725414, 0.0007694077187987973]","[0.0, 0.0, 0.05]",2.083442790420122,"[0.00000000e+00 8.49719254e-05 2.18052395e-04 1.20300958e-04
 5.96389539e-05 7.67880842e-04]"
1110.0,"[0.0, 8.497192544726064e-05, 0.0002180523954395275, 0.00012030095779722272, 5.963895394695015e-05, 0.0007678808421899866]","[0.0, 0.0, 0.05]",9.010341392443024,"[0.00000000e+00 8.49719254e-05 2.21828258e-04 1.13187417e-04
 6.70695240e-03 5.51302553e-04]"
1140.0,"[0.0, 8.497192544726053e-05, 0.00022182825822962394, 0.00011318741738663585, 0.0067069524007704155, 0.000551302553385416]","[0.05, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -1.31669886e-02  1.11237702e-05 -6.51656001e-03
  6.72127148e-03  3.34147713e-04]"
1170.0,"[0.0, -0.013166988557139641, 1.1123770189267054e-05, -0.006516560013152497, 0.006721271480724371, 0.00033414771280161935]","[-0.05, -0.0, -0.0]",187.07941907066743,"[0.00000000e+00 8.49719254e-05 1.46560119e-05 1.09003330e-04
 6.72856146e-03 1.16643421e-04]"
