time,state,action,reward,next_state
0.0,"[-6.0861195404338014e-05, 8.497192544726155e-05, -3.226997040066935e-05, 0.00024693686766901596, -8.551320946193717e-05, 6.167476036031514e-07]","[-0.0, -0.0, -0.01]",245.8643103602226,"[ 0.00000000e+00  8.49719254e-05 -2.42684938e-05  2.47851181e-04
 -1.40995166e-03  4.62311324e-05]"
30.0,"[0.0, 8.497192544726156e-05, -2.4268493754745903e-05, 0.0002478511807813734, -0.0014099516561196417, 4.6231132386838225e-05]","[0.0, 0.0, 0.0]",184.9588196806244,"[ 0.00000000e+00  8.49719254e-05 -1.62416371e-05  2.48506291e-04
 -1.40771953e-03  9.17971687e-05]"
60.0,"[0.0, 8.497192544726156e-05, -1.6241637137031084e-05, 0.00024850629132268295, -0.0014077195281792323, 9.179716868797472e-05]","[-0.0, -0.0, -0.01]",126.75275278544814,"[ 0.00000000e+00  8.49719254e-05 -8.19779503e-06  2.48901514e-04
 -2.72851831e-03  1.80116876e-04]"
90.0,"[0.0, 8.497192544726156e-05, -8.197795027898906e-06, 0.00024890151417885297, -0.0027285183120202452, 0.00018011687618417255]","[0.0, 0.0, 0.01]",73.43015351864051,"[ 0.00000000e+00  8.49719254e-05 -1.45379671e-07  2.49036436e-04
 -1.39676446e-03  2.25398545e-04]"
120.0,"[0.0, 8.497192544726156e-05, -1.4537967113701602e-07, 0.0002490364360261293, -0.0013967644615222987, 0.00022539854498981163]","[0.0, 0.0, 0.05]",103.2337654021012,"[0.00000000e+00 8.49719254e-05 7.90718772e-06 2.48910916e-04
 5.23376959e-03 5.61961292e-05]"
150.0,"[0.0, 8.497192544726156e-05, 7.907187723571267e-06, 0.00024891091576334973, 0.005233769594714536, 5.619612916189548e-05]","[-0.0, -0.0, -0.05]",92.15027118009857,"[ 0.00000000e+00  8.49719254e-05  1.59514858e-05  2.48525085e-04
 -1.38966558e-03  1.01183306e-04]"
180.0,"[0.0, 8.497192544726156e-05, 1.5951485787541456e-05, 0.0002485250846595068, -0.0013896655813075095, 0.00010118330647750659]","[-0.0, -0.0, -0.01]",85.20793885191051,"[ 0.00000000e+00  8.49719254e-05  2.39791018e-05  2.47879346e-04
 -2.71017031e-03  1.88914339e-04]"
210.0,"[0.0, 8.497192544726156e-05, 2.39791018001487e-05, 0.00024787934621646734, -0.002710170308621047, 0.0001889143389726185]","[-0.0, -0.0, -0.01]",54.724326810302045,"[ 0.00000000e+00  8.49719254e-05  3.19816405e-05  2.46974376e-04
 -4.02714780e-03  3.19297478e-04]"
240.0,"[0.0, 8.497192544726157e-05, 3.1981640486844385e-05, 0.00024697437574699007, -0.0040271477974496124, 0.00031929747760205124]","[0.0, 0.0, 0.05]",49.87801331556875,"[0.00000000e+00 8.49719254e-05 3.99507328e-05 2.45811120e-04
 2.60779787e-03 2.35098332e-04]"
270.0,"[0.0, 8.497192544726159e-05, 3.995073279892776e-05, 0.0002458111196684842, 0.0026077978688139095, 0.00023509833216762938]","[0.0, 0.0, 0.01]",49.197441234814505,"[0.00000000e+00 8.49719254e-05 4.78780447e-05 2.44390795e-04
 3.93853916e-03 1.07803648e-04]"
300.0,"[0.0, 8.497192544726159e-05, 4.7878044665890484e-05, 0.0002443907945132471, 0.003938539164575198, 0.0001078036484789754]","[0.0, 0.0, 0.0]",64.42838685531933,"[ 0.00000000e+00  8.49719254e-05  5.57552857e-05  2.42714886e-04
  3.93996549e-03 -1.96037762e-05]"
330.0,"[0.0, 8.497192544726157e-05, 5.5755285711181036e-05, 0.00024271488565621546, 0.0039399654908993205, -1.9603776180958196e-05]","[-0.0, -0.0, -0.01]",33.951062388490755,"[ 0.00000000e+00  8.49719254e-05  6.35742179e-05  2.40785146e-04
  2.61276830e-03 -1.04141027e-04]"
360.0,"[0.0, 8.497192544726156e-05, 6.357421792227404e-05, 0.00024078514576156144, 0.0026127683006308224, -0.00010414102662479925]","[-0.0, -0.0, -0.05]",50.57916281631515,"[ 0.00000000e+00  8.49719254e-05  7.13266643e-05  2.38603593e-04
 -4.01448079e-03  2.56789965e-05]"
390.0,"[0.0, 8.497192544726153e-05, 7.132666426597736e-05, 0.0002386035929497578, -0.00401448079124062, 2.5678996547029112e-05]","[0.0, 0.0, 0.05]",42.967691462929,"[ 0.00000000e+00  8.49719254e-05  7.90045172e-05  2.36172509e-04
  2.61096422e-03 -5.87761984e-05]"
420.0,"[0.0, 8.49719254472615e-05, 7.900451723996697e-05, 0.0002361725086870293, 0.0026109642178696, -5.877619836711187e-05]","[-0.0, -0.0, -0.05]",36.0385065285609,"[ 0.00000000e+00  8.49719254e-05  8.65997474e-05  2.33494435e-04
 -4.01481708e-03  7.10784378e-05]"
450.0,"[0.0, 8.497192544726145e-05, 8.659974735160655e-05, 0.00023349443539939685, -0.004014817077466925, 7.107843783249881e-05]","[-0.0, -0.0, -0.01]",51.266594001328485,"[ 0.00000000e+00  8.49719254e-05  9.41044115e-05  2.30572174e-04
 -5.33492254e-03  2.43708413e-04]"
480.0,"[0.0, 8.497192544726148e-05, 9.410441151518462e-05, 0.00023057217381381036, -0.005334922542713059, 0.00024370841285969799]","[0.0, 0.0, 0.0]",47.10028009292091,"[ 0.00000000e+00  8.49719254e-05  1.01510661e-04  2.27408780e-04
 -5.32425270e-03  4.16083518e-04]"
510.0,"[0.0, 8.497192544726137e-05, 0.00010151066135878738, 0.000227408780029151, -0.0053242527018771075, 0.00041608351781930223]","[0.0, 0.0, 0.0]",23.553284048284695,"[ 0.00000000e+00  8.49719254e-05  1.08810751e-04  2.24007562e-04
 -5.30801476e-03  5.88023483e-04]"
540.0,"[0.0, 8.497192544726137e-05, 0.00010881075143211987, 0.000224007562320165, -0.005308014761728963, 0.0005880234829613379]","[0.0, 0.0, 0.05]",15.249808630756888,"[0.00000000e+00 8.49719254e-05 1.15997047e-04 2.20372078e-04
 1.33628981e-03 5.45100131e-04]"
570.0,"[0.0, 8.497192544726131e-05, 0.0001159970473066919, 0.00022037207767767287, 0.0013362898149222174, 0.0005451001305932511]","[0.0, 0.0, 0.05]",42.261968975838045,"[0.00000000e+00 8.49719254e-05 1.23062034e-04 2.16506128e-04
 7.97573218e-03 2.87358350e-04]"
600.0,"[0.0, 8.497192544726134e-05, 0.0001230620335598973, 0.0002165061280886708, 0.007975732178252398, 0.0002873583499233836]","[-0.0, -0.0, -0.01]",20.786411493977994,"[0.00000000e+00 8.49719254e-05 1.29998322e-04 2.12413757e-04
 6.65635018e-03 7.21657227e-05]"
630.0,"[0.0, 8.497192544726129e-05, 0.00012999832163463718, 0.00021241375656021582, 0.006656350182050743, 7.216572271816527e-05]","[0.0, 0.0, 0.0]",27.71731112399948,"[ 0.00000000e+00  8.49719254e-05  1.36798658e-04  2.08099243e-04
  6.65520303e-03 -1.43102375e-04]"
660.0,"[0.0, 8.497192544726129e-05, 0.00013679865756626694, 0.00020809924289125233, 0.006655203028292485, -0.00014310237534344]","[0.0, 0.0, 0.05]",13.85665506586929,"[ 0.00000000e+00  8.49719254e-05  1.43455930e-04  2.03567099e-04
  1.32696114e-02 -5.72469180e-04]"
690.0,"[0.0, 8.497192544726123e-05, 0.00014345592956878695, 0.00020356709919680153, 0.013269611387227393, -0.0005724691800642743]","[-0.0, -0.0, -0.05]",0.6931471588368368,"[ 0.00000000e+00  8.49719254e-05  1.49963175e-04  1.98822065e-04
  6.62164664e-03 -7.86988934e-04]"
720.0,"[0.0, 8.497192544726123e-05, 0.00014996317547234282, 0.000198822065189195, 0.0066216466368406324, -0.000786988933952793]","[-0.0, -0.0, -0.05]",0.0005716366949855001,"[ 0.00000000e+00  8.49719254e-05  1.56313590e-04  1.93869103e-04
 -2.97783039e-05 -7.86437292e-04]"
750.0,"[0.0, 8.497192544726118e-05, 0.00015631359000425714, 0.00019386910322128744, -2.9778303943478366e-05, -0.0007864372924181285]","[-0.0, -0.0, -0.01]",1.3857226809782333,"[ 0.00000000e+00  8.49719254e-05  1.62500532e-04  1.88713393e-04
 -1.37969497e-03 -7.42213523e-04]"
780.0,"[0.0, 8.497192544726123e-05, 0.00016250053190597824, 0.00018871339309683177, -0.001379694965070351, -0.000742213522775735]","[-0.0, -0.0, -0.05]",31.870477781545105,"[ 0.00000000e+00  8.49719254e-05  1.68517531e-04  1.83360327e-04
 -8.02548821e-03 -4.82965184e-04]"
810.0,"[0.0, 8.497192544726129e-05, 0.00016851753087850335, 0.0001833603266534445, -0.008025488212838902, -0.0004829651838001538]","[-0.0, -0.0, -0.05]",0.0,"[ 0.00000000e+00  8.49719254e-05  1.74358294e-04  1.77815502e-04
 -1.46594237e-02 -8.96339720e-06]"
