time,step,action,reward,entropy,state,next_state
0.0,1,"[0.05, 0.0, 0.0]",0.0013793309052337636,4719.110123221502,"[0.0, 2.954382943923478e-05, 1.5164891289352916e-05, 1.1540134260680262e-06, 8.496720988357848e-06, -6.629333311425301e-07]","[0.0, 1.629186895664788e-05, 1.847788140999964e-05, -4.584253787865847e-06, 8.496720988357848e-06, -6.629333311425301e-07]"
180.0,2,"[0.0, 0.05, 0.0]",-0.004999636588582412,4719.108397232347,"[0.0, 1.629186895664788e-05, 1.847788140999964e-05, -4.584253787865847e-06, 8.496720988357848e-06, -6.629333311425301e-07]","[1.32519604825869e-05, 1.2430957009392883e-05, 2.8461374197242803e-05, 4.13035052897543e-06, 8.496720988357848e-06, -6.629333311425301e-07]"
360.0,3,"[0.05, 0.0, 0.0]",-0.005000000000000001,4719.108397232347,"[1.32519604825869e-05, 1.2430957009392883e-05, 2.8461374197242803e-05, 4.13035052897543e-06, 8.496720988357848e-06, -6.629333311425301e-07]","[1.32519604825869e-05, -4.678082436955975e-06, 3.3699441144907276e-05, 7.248547333395192e-08, 8.496720988357848e-06, -6.629333311425301e-07]"
540.0,4,"[0.01, 0.0, 0.0]",-0.001,4719.108397232347,"[1.32519604825869e-05, -4.678082436955975e-06, 3.3699441144907276e-05, 7.248547333395192e-08, 8.496720988357848e-06, -6.629333311425301e-07]","[1.32519604825869e-05, -1.1185553497235315e-05, 3.488388630657537e-05, -5.218496386369686e-07, 8.496720988357848e-06, -6.629333311425301e-07]"
720.0,5,"[0.05, 0.0, 0.0]",-0.0019377056159855647,4704.564311267375,"[1.32519604825869e-05, -1.1185553497235315e-05, 3.488388630657537e-05, -5.218496386369686e-07, 8.496720988357848e-06, -6.629333311425301e-07]","[1.32519604825869e-05, -2.8294592943584173e-05, 4.126798578606096e-05, -2.2957966485679346e-06, 8.496720988357848e-06, -6.629333311425301e-07]"
900.0,6,"[0.0, 0.01, 0.0]",-0.000999999992475148,4704.564311231637,"[1.32519604825869e-05, -2.8294592943584173e-05, 4.126798578606096e-05, -2.2957966485679346e-06, 8.496720988357848e-06, -6.629333311425301e-07]","[1.590235257910428e-05, -3.292635223635756e-05, 4.1471839795377976e-05, 3.4674413790389757e-07, 8.496720988357848e-06, -6.629333311425301e-07]"
1080.0,7,"[-0.0, -0.0, -0.05]",0.03349741511332273,4521.724373386287,"[1.590235257910428e-05, -3.292635223635756e-05, 4.1471839795377976e-05, 3.4674413790389757e-07, 8.496720988357848e-06, -6.629333311425301e-07]","[1.590235257910428e-05, -3.7554831658460496e-05, 4.1471839795377976e-05, 3.4674413790389757e-07, 9.270526624167472e-06, -7.243574560992434e-06]"
1260.0,8,"[0.0, 0.0, 0.0]",0.14802136632127744,3818.710486913685,"[1.590235257910428e-05, -3.7554831658460496e-05, 4.1471839795377976e-05, 3.4674413790389757e-07, 9.270526624167472e-06, -7.243574560992434e-06]","[1.590235257910428e-05, -4.2183311080563435e-05, 4.1471839795377976e-05, 3.4674413790389757e-07, 9.270526624167472e-06, -7.243574560992434e-06]"
1440.0,9,"[0.0, 0.0, 0.05]",0.01819208126010342,3708.5618267083373,"[1.590235257910428e-05, -4.2183311080563435e-05, 4.1471839795377976e-05, 3.4674413790389757e-07, 9.270526624167472e-06, -7.243574560992434e-06]","[1.590235257910428e-05, -4.6811790502666374e-05, 4.1471839795377976e-05, 3.4674413790389757e-07, 6.064054474999979e-06, -1.4451135139020597e-06]"
1620.0,10,"[0.0, 0.0, 0.05]",-0.005000000000000001,3708.5618267083373,"[1.590235257910428e-05, -4.6811790502666374e-05, 4.1471839795377976e-05, 3.4674413790389757e-07, 6.064054474999979e-06, -1.4451135139020597e-06]","[1.590235257910428e-05, -5.144026992476931e-05, 4.1471839795377976e-05, 3.4674413790389757e-07, 1.7996643268473018e-06, 3.6262364860831114e-06]"
1800.0,11,"[-0.05, -0.0, -0.0]",0.08500730716788205,3281.080386726991,"[1.590235257910428e-05, -5.144026992476931e-05, 4.1471839795377976e-05, 3.4674413790389757e-07, 1.7996643268473018e-06, 3.6262364860831114e-06]","[1.590235257910428e-05, -4.2816788864285355e-05, 3.7317949206847205e-05, -4.815504125839981e-06, 1.7996643268473018e-06, 3.6262364860831114e-06]"
1980.0,12,"[0.05, 0.0, 0.0]",0.08680713707846983,2845.0508198645184,"[1.590235257910428e-05, -4.2816788864285355e-05, 3.7317949206847205e-05, -4.815504125839981e-06, 1.7996643268473018e-06, 3.6262364860831114e-06]","[1.590235257910428e-05, -6.069722876897519e-05, 4.0398467997830195e-05, 1.0508421080957478e-06, 1.7996643268473018e-06, 3.6262364860831114e-06]"
2160.0,13,"[0.05, 0.0, 0.0]",0.0568934534944989,2551.0935461967624,"[1.590235257910428e-05, -6.069722876897519e-05, 4.0398467997830195e-05, 1.0508421080957478e-06, 1.7996643268473018e-06, 3.6262364860831114e-06]","[1.590235257910428e-05, -7.857766867366501e-05, 4.228999060856409e-05, 7.401098510091941e-06, 1.7996643268473018e-06, 3.6262364860831114e-06]"
2340.0,14,"[0.0, 0.0, 0.05]",0.03864143955720788,2343.8225366333163,"[1.590235257910428e-05, -7.857766867366501e-05, 4.228999060856409e-05, 7.401098510091941e-06, 1.7996643268473018e-06, 3.6262364860831114e-06]","[1.590235257910428e-05, -8.320614809576794e-05, 4.228999060856409e-05, 7.401098510091941e-06, -4.796151326920492e-06, 4.25776638998549e-06]"
2520.0,15,"[-0.0, -0.0, -0.05]",0.03760960100543123,2141.4521495173235,"[1.590235257910428e-05, -8.320614809576794e-05, 4.228999060856409e-05, 7.401098510091941e-06, -4.796151326920492e-06, 4.25776638998549e-06]","[1.590235257910428e-05, -8.783462751787086e-05, 4.228999060856409e-05, 7.401098510091941e-06, 1.797655826196528e-06, 4.909933075361267e-06]"
2700.0,16,"[-0.01, -0.0, -0.0]",0.022501541808048125,2029.833734857417,"[1.590235257910428e-05, -8.783462751787086e-05, 4.228999060856409e-05, 7.401098510091941e-06, 1.797655826196528e-06, 4.909933075361267e-06]","[1.590235257910428e-05, -8.981271484345641e-05, 4.2672267570559284e-05, 6.132237252645653e-06, 1.797655826196528e-06, 4.909933075361267e-06]"
2880.0,17,"[0.0, 0.0, 0.01]",0.017687559119081167,1941.0788889085097,"[1.590235257910428e-05, -8.981271484345641e-05, 4.2672267570559284e-05, 6.132237252645653e-06, 1.797655826196528e-06, 4.909933075361267e-06]","[1.590235257910428e-05, -9.444119426555934e-05, 4.2672267570559284e-05, 6.132237252645653e-06, 6.263202587900594e-07, 4.290160895565324e-06]"
3060.0,18,"[0.0, 0.01, 0.0]",0.00834715022555611,1896.6854572653451,"[1.590235257910428e-05, -9.444119426555934e-05, 4.2672267570559284e-05, 6.132237252645653e-06, 6.263202587900594e-07, 4.290160895565324e-06]","[1.855274467562166e-05, -9.984044699376671e-05, 4.061257777899576e-05, 4.464227592058882e-06, 6.263202587900594e-07, 4.290160895565324e-06]"
3240.0,19,"[-0.01, -0.0, -0.0]",0.01622053785631644,1814.8980940867,"[1.855274467562166e-05, -9.984044699376671e-05, 4.061257777899576e-05, 4.464227592058882e-06, 6.263202587900594e-07, 4.290160895565324e-06]","[1.855274467562166e-05, -0.00010258992966622278, 4.162951167093823e-05, 3.614527629872701e-06, 6.263202587900594e-07, 4.290160895565324e-06]"
3420.0,20,"[-0.0, -0.0, -0.01]",0.018994915971517538,1719.9340768223285,"[1.855274467562166e-05, -0.00010258992966622278, 4.162951167093823e-05, 3.614527629872701e-06, 6.263202587900594e-07, 4.290160895565324e-06]","[1.855274467562166e-05, -0.00010798980443519622, 4.162951167093823e-05, 3.614527629872701e-06, 1.2639825964817484e-06, 5.4518541896021015e-06]"
3600.0,21,"[-0.05, -0.0, -0.0]",-2.839884773950252e-05,1696.321913694093,"[1.855274467562166e-05, -0.00010798980443519622, 4.162951167093823e-05, 3.614527629872701e-06, 1.2639825964817484e-06, 5.4518541896021015e-06]","[1.855274467562166e-05, -0.00010013771872158276, 4.794375981209238e-05, 1.6060743518643285e-06, 1.2639825964817484e-06, 5.4518541896021015e-06]"
3780.0,22,"[-0.0, -0.05, -0.0]",0.001422494850530729,1665.81886418216,"[1.855274467562166e-05, -0.00010013771872158276, 4.794375981209238e-05, 1.6060743518643285e-06, 1.2639825964817484e-06, 5.4518541896021015e-06]","[5.300784193034761e-06, -0.00010169653904207615, 4.9450178728258683e-05, 1.4772135216111508e-05, 1.2639825964817484e-06, 5.4518541896021015e-06]"
3960.0,23,"[0.0, 0.0, 0.05]",-0.002953776350047456,1656.1005128623715,"[5.300784193034761e-06, -0.00010169653904207615, 4.9450178728258683e-05, 1.4772135216111508e-05, 1.2639825964817484e-06, 5.4518541896021015e-06]","[5.300784193034761e-06, -0.00010323938596199235, 4.9450178728258683e-05, 1.4772135216111508e-05, 1.7942879686778446e-06, -1.1528706623679758e-06]"
4140.0,24,"[0.0, 0.0, 0.0]",0.01707651926370575,1574.997152764037,"[5.300784193034761e-06, -0.00010323938596199235, 4.9450178728258683e-05, 1.4772135216111508e-05, 1.7942879686778446e-06, -1.1528706623679758e-06]","[5.300784193034761e-06, -0.00010478223288190856, 4.9450178728258683e-05, 1.4772135216111508e-05, 1.7942879686778446e-06, -1.1528706623679758e-06]"
