step,entropy
0,5545.177444479563
1,5173.264389089592
2,4905.8610738272755
3,4603.84155474833
4,4364.828689805478
5,4150.759975929015
6,3849.4153150298594
7,3553.5478089576977
8,3322.101258463818
9,3127.3532083730042
10,2922.92510365465
11,2706.024924350181
12,2528.6072651740387
13,2391.3418379317627
14,2279.7754429616375
15,2155.017531101538
16,2039.2470963454584
17,1942.8716331419528
18,1840.254988218915
19,1766.7751035943934
20,1722.3828164397428
