time,action,reward,entropy
0.0,"[0.01, 0.0, 0.0]",2363.7601570688403,5545.177444479563
30.0,"[0.0, 0.01, 0.0]",-0.0001,3181.4171874107224
60.0,"[-0.0, -0.05, -0.0]",1342.3271017411562,3181.4171874107224
90.0,"[0.0, 0.0, 0.0]",135.18655579420897,1839.089585669566
120.0,"[-0.0, -0.05, -0.0]",-0.0005,1703.903029875357
