time,step,state,action,reward,next_state,entropy_before,entropy_after,info_gain,dv_cost,predicted_value,root_N,root_best_idx,root_Q_sa,root_N_sa
0.0,0,"[-1.2801019571599253e-05, -9.481475363442173e-05, 9.932495575741833e-06, 0.0001870644785236554, -1.592643958250219e-05, -3.393303579922517e-05]","[0.0, 0.0, 0.0]",434.9374279048443,"[0.0, -9.481475363442173e-05, 1.59759553360127e-05, 0.0001866454993960235, -1.701532249733818e-05, -3.340031731343532e-05]",5545.177444479563,5110.2400165747185,434.9374279048443,0.0,2462.9139783469404,1000,0,"[2462.9139783469404, -0.0025082228302109617, -0.0015182491486876463, -0.004667831537445434, -0.002106239227453271, -0.0019089382867006266, -0.002928278714752307, -0.0026652754698779134, -0.0029904138386353915, 538.8980162754091, 527.7394086660152, 53.32492556787649, 352.04543201102337]","[978, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1]"
30.0,1,"[0.0, -9.481475363442173e-05, 1.59759553360127e-05, 0.0001866454993960235, -1.701532249733818e-05, -3.340031731343532e-05]","[-0.0, -0.0, -0.01]",394.16454184767576,"[0.0, -9.481475363442173e-05, 2.200270745468596e-05, 0.00018603132655107524, -0.0013425895145644023, 1.0017003800374887e-05]",5110.2400165747185,4716.075374727043,394.16464184767574,0.01,2211.496133490694,1000,10,"[143.57284922989865, -0.0023510680952694664, -0.003913937916879687, -0.00439498270757685, -0.003222704470894614, -0.0017791327739017974, -0.0025130994977031877, -0.0029452391143638553, -0.0033427886409112617, 257.0174855926893, 2211.496133490694, 99.74512638015024, 245.87669441212793]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988, 1, 1]"
60.0,2,"[0.0, -9.481475363442173e-05, 2.200270745468596e-05, 0.00018603132655107524, -0.0013425895145644023, 1.0017003800374887e-05]","[0.0, 0.0, 0.0]",337.37173658797565,"[0.0, -9.481475363442173e-05, 2.8006449159108665e-05, 0.0001852226022902916, -0.001341563579308316, 5.342384913944371e-05]",4716.075374727043,4378.703638139067,337.37173658797565,0.0,1997.841803090097,1000,0,"[1997.841803090097, -0.0030626206041645372, -0.002769833776294008, 75.66692171155874, -0.002407396327335761, -0.0018768057038423297, -0.0035004757140133197, -0.0033687989472191864, 150.24237703097612, 178.88145627443708, 301.34217758117387, 104.59168028534982, 121.92012800134738]","[988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
90.0,3,"[0.0, -9.481475363442173e-05, 2.8006449159108665e-05, 0.0001852226022902916, -0.001341563579308316, 5.342384913944371e-05]","[0.0, 0.0, 0.0]",277.8079539219043,"[0.0, -9.481475363442172e-05, 3.39809017409011e-05, 0.0001842201723768722, -0.001339134637910058, 9.67748238588586e-05]",4378.703638139067,4100.895684217163,277.8079539219043,0.0,1779.6349190632245,1000,0,"[1779.6349190632245, -0.0025335321161762715, -0.0033415185762365913, 66.46611719312773, -0.0033245590493429333, -0.004001944231309638, -0.0025422249490647153, -0.0037428459615338676, -0.002768792074208301, 326.5937757969895, 313.1125118421508, 185.65490451555536, 120.20874174831488]","[986, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]"
120.0,4,"[0.0, -9.481475363442172e-05, 3.39809017409011e-05, 0.0001842201723768722, -0.001339134637910058, 9.67748238588586e-05]","[0.0, 0.0, 0.05]",224.47742452170507,"[0.0, -9.481475363442175e-05, 3.991981712222512e-05, 0.00018302508515123656, 0.0052872102882613094, -7.422377146830348e-05]",4100.895684217163,3876.417759695458,224.47792452170506,0.05,1600.4368152772986,1000,11,"[191.20176629079944, -0.0026937640028171866, -0.002349544197474423, -0.0030538135646472307, -0.0031160980133228913, -0.0026408545035306145, 10.097682706066026, 80.94624887926291, -0.0025855199432372887, 202.3845829852453, 258.15980967838567, 1600.4368152772986, 38.79812220786216]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 979, 1]"
150.0,5,"[0.0, -9.481475363442175e-05, 3.991981712222512e-05, 0.00018302508515123656, 0.0052872102882613094, -7.422377146830348e-05]","[-0.0, -0.0, -0.05]",290.96010212554677,"[0.0, -9.481475363442175e-05, 4.581698439001899e-05, 0.0001816385904346707, -0.0013404699060617254, -3.089638062184426e-05]",3876.417759695458,3585.457157569911,290.96060212554676,0.05,1533.8970302610091,1000,12,"[59.582915021150974, 28.429967748294537, -0.003327878351507934, -0.00314805410403573, -0.0035898259570953986, -0.002516342486674788, -0.0032103751077579338, -0.0041038459615338665, -0.0032049432966889343, 58.89038236246471, 143.37983963997414, -0.003129309385915504, 1533.8970302610091]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988]"
180.0,6,"[0.0, -9.481475363442175e-05, 4.581698439001899e-05, 0.0001816385904346707, -0.0013404699060617254, -3.089638062184426e-05]","[0.0, 0.0, 0.0]",270.92164070324725,"[0.0, -9.481475363442176e-05, 5.1666236291365505e-05, 0.00018006213822226505, -0.0013407679967117638, 1.2463321635309097e-05]",3585.457157569911,3314.535516866664,270.92164070324725,0.0,1372.9678263464573,1000,0,"[1372.9678263464573, -0.0024382861599028787, -0.003569733674810902, -0.003197763383904493, -0.0021898331807722804, 16.0364177808794, -0.003090362663691897, -0.003387251226236591, -0.0036272471820220564, 119.30382439557668, 251.51582200793456, 65.82095531724462, 164.70308915008997]","[988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
210.0,7,"[0.0, -9.481475363442176e-05, 5.1666236291365505e-05, 0.00018006213822226505, -0.0013407679967117638, 1.2463321635309097e-05]","[-0.0, -0.0, -0.01]",250.10883445737338,"[0.0, -9.481475363442177e-05, 5.7461455683200196e-05, 0.00017829737716651057, -0.0026641670170024774, 9.865966236273442e-05]",3314.535516866664,3064.4265824092904,250.10893445737338,0.01,1161.5122419416039,1000,10,"[195.42175544479832, -0.002850771563272057, -0.003264525359553129, -0.003139020351636172, -0.00290128459824722, -0.0022532229957414568, -0.0028008209550603675, -0.0028670590988193675, -0.003951811111561917, 118.63480007801128, 1161.5122419416039, 67.21793484118027, 81.24696993124023]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988, 1, 1]"
240.0,8,"[0.0, -9.481475363442177e-05, 5.7461455683200196e-05, 0.00017829737716651057, -0.0026641670170024774, 9.865966236273442e-05]","[0.0, 0.0, 0.01]",162.85860944197267,"[0.0, -9.481475363442181e-05, 6.31965819296148e-05, 0.00017634615285313935, -0.0013350807014882407, 0.00014190315229011796]",3064.4265824092904,2901.5678729673177,162.85870944197268,0.01,1025.272120260487,1000,9,"[145.49463807298127, -0.002614686489363855, -0.0030871819096137724, -0.0030750911423935386, -0.003319491404155453, -0.0024820629984421867, -0.0025752646656986727, -0.003236069725459557, -0.0033545229617554686, 1025.272120260487, 97.0060738914757, 139.3221854509998, 28.414615561263993]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 988, 1, 1, 1]"
270.0,9,"[0.0, -9.481475363442181e-05, 6.31965819296148e-05, 0.00017634615285313935, -0.0013350807014882407, 0.00014190315229011796]","[0.0, 0.0, 0.05]",173.27199314503798,"[0.0, -9.481475363442185e-05, 6.886561724006554e-05, 0.00017421050587101256, 0.0052927213109368754, -2.925012299965967e-05]",2901.5678729673177,2728.2953798222798,173.27249314503797,0.05,905.723089084525,1000,11,"[117.09121012612985, -0.0026871653397336497, 19.393270144748815, -0.002513804026973928, -0.004628219333145311, 189.84884285141143, 4.749735958853417, -0.003668728050398913, -0.0028421619345595874, 72.83418136211134, 86.62178836179474, 905.723089084525, 32.56585859446645]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988, 1]"
300.0,10,"[0.0, -9.481475363442185e-05, 6.886561724006554e-05, 0.00017421050587101256, 0.0052927213109368754, -2.925012299965967e-05]","[-0.0, -0.0, -0.05]",176.75487800433814,"[0.0, -9.481475363442188e-05, 7.446263294185777e-05, 0.00017189266967807402, -0.0013335075605556154, 1.387555447778373e-05]",2728.2953798222798,2551.5400018179416,176.75537800433813,0.05,814.01795825228,1000,12,"[36.73133338644197, -0.00288867167675792, -0.0036024335347425787, -0.002879692329751467, -0.0028384485029809203, -0.002419421092266469, 11.598918444920976, -0.0031512970776092566, -0.004045144308040236, 54.058253772490076, 47.85262376456039, -0.0012270552178273546, 814.01795825228]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 988]"
