time,step,state,action,reward,next_state,entropy_before,entropy_after,info_gain,dv_cost,predicted_value,root_N,root_best_idx,root_Q_sa,root_N_sa
0.0,0,"[9.762700785464955e-06, 4.303787327448391e-05, 2.0552675214328774e-05, 0.00020897663659937937, -1.526904013221906e-05, 2.9178822613331237e-05]","[-0.0, -0.0, -0.01]",267.3340515466091,"[0.0, 4.30378732744839e-05, 2.7299102362524436e-05, 0.0002082028004447951, -0.001338820674416709, 7.250695579278473e-05]",5545.177444479563,5277.843292932954,267.33415154660906,0.01,1031.3828613199341,2000,10,"[680.4875792518895, 547.436377951283, 428.40228499321944, 452.09028559025813, 77.98962409685008, 690.6312649426227, 451.3582075241051, 510.25479784730084, 182.43421020601826, 689.0148107529398, 1031.3828613199341, 657.7698331526739, 446.9083867352841]","[15, 2, 1, 1, 1, 8, 1, 1, 1, 3, 1963, 1, 2]"
30.0,1,"[0.0, 4.30378732744839e-05, 2.7299102362524436e-05, 0.0002082028004447951, -0.001338820674416709, 7.250695579278473e-05]","[0.0, 0.0, 0.0]",167.65014763665022,"[0.0, 4.3037873274483896e-05, 3.401698013081657e-05, 0.00020721122596431497, -0.001335776122828128, 0.00011575926125456875]",5277.843292932954,5110.193145296304,167.65014763665022,0.0,870.9478418973648,2000,0,"[870.9478418973648, 494.92524042434417, 259.92798261895354, 307.953339103402, 87.7935721532638, 465.09403224952155, 319.69732618834377, 451.480410476026, 159.70978720836555, 561.5534436549652, 538.8006139769143, 368.116637178058, 561.0296685448546]","[1975, 4, 1, 2, 1, 3, 1, 1, 1, 3, 3, 2, 3]"
60.0,2,"[0.0, 4.3037873274483896e-05, 3.401698013081657e-05, 0.00020721122596431497, -0.001335776122828128, 0.00011575926125456875]","[0.0, 0.0, 0.0]",138.54368501219142,"[0.0, 4.303787327448388e-05, 4.0699282967888315e-05, 0.00020600295014575526, -0.0013313346176148358, 0.00015889050577145357]",5110.193145296304,4971.649460284112,138.54368501219142,0.0,794.7090680609955,2000,0,"[794.7090680609955, 403.00463499280477, 232.56506171036634, 346.4584313513683, 47.19250524242696, 437.0663154204522, 296.6762089765227, 254.26225228344987, 106.6985921692229, 431.54129815035884, 438.69536999460126, 303.64429812622694, 303.0101873554874]","[1943, 8, 1, 2, 1, 2, 1, 2, 1, 17, 18, 2, 2]"
90.0,3,"[0.0, 4.303787327448388e-05, 4.0699282967888315e-05, 0.00020600295014575526, -0.0013313346176148358, 0.00015889050577145357]","[0.0, 0.0, 0.05]",153.09641662820115,"[0.0, 4.3037873274483896e-05, 4.7339022526658045e-05, 0.00020457923660302218, 0.00529701471511644, -1.2392780289809883e-05]",4971.649460284112,4818.552543655911,153.09691662820114,0.05,715.066913707794,2000,11,"[331.87455319287085, 255.71100757722078, 276.0339943942539, 265.9047902467229, 53.23242627797007, 362.4214660570451, 315.0508743398452, 242.4897316120451, 115.8999635797915, 355.2438172132911, 364.53017724751425, 715.066913707794, 328.3671719779544]","[5, 2, 1, 2, 1, 3, 1, 1, 1, 12, 11, 1956, 4]"
120.0,4,"[0.0, 4.3037873274483896e-05, 4.7339022526658045e-05, 0.00020457923660302218, 0.00529701471511644, -1.2392780289809883e-05]","[-0.0, -0.0, -0.05]",81.06056055540294,"[0.0, 4.303787327448384e-05, 5.3929254972687323e-05, 0.00020294157425462543, -0.0013286713261086243, 3.0585257020323725e-05]",4818.552543655911,4737.491483100508,81.06106055540295,0.05,703.1025034655141,2000,12,"[309.93436276478076, 301.87255883692694, 192.7725160869604, 238.15474954309283, -0.0014543873888909276, 291.96994473589405, 150.35281581809537, 191.25194113461322, -0.0016895615747455476, 332.50962245404116, 226.58043767130937, 330.72067873310226, 703.1025034655141]","[1, 4, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1983]"
150.0,5,"[0.0, 4.303787327448384e-05, 5.3929254972687323e-05, 0.00020294157425462543, -0.0013286713261086243, 3.0585257020323725e-05]","[-0.0, -0.0, -0.01]",60.305986613673866,"[0.0, 4.3037873274483815e-05, 6.0463088246037465e-05, 0.00020109167576656833, -0.0026514907063695716, 0.00011638098089487451]",4737.491483100508,4677.185396486834,60.30608661367387,0.01,736.5021823159319,2000,10,"[295.9312758963714, 238.32275063014515, 223.55052700959502, 228.3978529261116, -0.002259274579265688, 203.13465249648954, 259.1761356345862, 299.8568491986066, 35.84876379132227, 251.95473054279068, 736.5021823159319, 292.32750713346536, 269.71070744590475]","[22, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1963, 1, 2]"
180.0,6,"[0.0, 4.3037873274483815e-05, 6.0463088246037465e-05, 0.00020109167576656833, -0.0026514907063695716, 0.00011638098089487451]","[0.0, 0.0, 0.01]",76.2197908974533,"[0.0, 4.3037873274483815e-05, 6.693368926898049e-05, 0.00019903147576124313, -0.0013218380077013156, 0.00015920532102832026]",4677.185396486834,4600.965505589381,76.2198908974533,0.01,470.2549857780742,2000,9,"[279.64652597274545, 237.541119544664, 155.12101643373023, 270.82650599365604, 28.3594855552461, 254.58211343252293, 256.6308799797691, 274.2656048981532, -0.001679243269055493, 470.2549857780742, 276.38980898025005, 235.63149162475383, 215.03898534937306]","[47, 2, 1, 5, 1, 9, 1, 1, 1, 1904, 23, 3, 2]"
210.0,7,"[0.0, 4.3037873274483815e-05, 6.693368926898049e-05, 0.00019903147576124313, -0.0013218380077013156, 0.00015920532102832026]","[0.0, 0.0, 0.0]",56.808341594806734,"[0.0, 4.303787327448379e-05, 7.333429109202647e-05, 0.00019676312879420441, -0.0013159989801369394, 0.00020186316436152912]",4600.965505589381,4544.157163994574,56.808341594806734,0.0,936.572934851457,2000,0,"[936.572934851457, 161.33729327401184, 129.40579331388744, 167.97641383675838, 29.445185735504786, 171.37519838536633, 232.03020910696674, 175.3045032775, 57.671651695173836, 233.29316925908148, 233.38969358817437, 230.20964890400953, 160.49641838956103]","[1935, 2, 1, 2, 1, 2, 1, 1, 1, 3, 28, 21, 2]"
240.0,8,"[0.0, 4.303787327448379e-05, 7.333429109202647e-05, 0.00019676312879420441, -0.0013159989801369394, 0.00020186316436152912]","[0.0, 0.0, 0.05]",52.661534077256974,"[0.0, 4.303787327448376e-05, 7.965819997079397e-05, 0.00019428900710093648, 0.00531373183694774, 3.006153634383977e-05]",4544.157163994574,4491.495129917317,52.662034077256976,0.05,829.4525990397847,2000,11,"[162.75145149822487, 131.51590638179692, 153.58860387023725, 208.8322958843031, 27.640538816751906, 215.56762350847958, 209.8213075004175, 198.49015850313484, -0.002412511574745547, 160.52161454419667, 206.2440543782277, 829.4525990397847, 169.52489531208766]","[2, 2, 1, 3, 1, 4, 1, 1, 1, 2, 7, 1973, 2]"
270.0,9,"[0.0, 4.303787327448376e-05, 7.965819997079397e-05, 0.00019428900710093648, 0.00531373183694774, 3.006153634383977e-05]","[-0.0, -0.0, -0.05]",82.44056715534053,"[0.0, 4.303787327448373e-05, 8.58988023663227e-05, 0.00019161169811597148, -0.0013105902026768618, 7.247683300641016e-05]",4491.495129917317,4409.054062761977,82.44106715534053,0.05,1022.9750031739536,2000,12,"[202.37138493563708, 140.59609915895763, 75.5783619034041, 184.7298228007369, -0.001769337435955576, 161.60822260517665, 133.06587921440402, 105.2893976679419, -0.0014070754965515868, 169.3217539241473, 202.00078903468028, 133.5839444117299, 1022.9750031739536]","[27, 2, 1, 8, 1, 4, 1, 2, 1, 2, 19, 1, 1931]"
