time,state,action,reward,next_state
0.0,"[0.0, 2.857142857142857e-05, 1.4285714285714285e-05, 0.0, 7.142857142857143e-06, 0.0]","[0.0, 0.05, 0.0]",818.6242671712189,"[ 2.53793919e-05  2.46810910e-05  8.78412167e-06  2.51084902e-05
  6.18589574e-06 -3.57142857e-06]"
30.0,"[2.5379391948965853e-05, 2.4681091005168367e-05, 8.784121674678548e-06, 2.5108490184455795e-05, 6.185895741317418e-06, -3.571428571428571e-06]","[-0.0, -0.01, -0.0]",1511.3335439364573,"[ 1.85919397e-05  1.85128974e-05 -1.48634365e-05  1.95936147e-05
  3.57142857e-06 -6.18589574e-06]"
60.0,"[1.859193974656948e-05, 1.8512897401242785e-05, -1.486343646685557e-05, 1.959361467796839e-05, 3.5714285714285718e-06, -6.185895741317418e-06]","[-0.0, -0.01, -0.0]",1531.3111900989873,"[-3.34622955e-06  1.81043870e-05 -2.48772660e-05 -9.40829479e-07
  1.11517938e-21 -7.14285714e-06]"
90.0,"[-3.3462295504045074e-06, 1.810438697648425e-05, -2.4877266021232107e-05, -9.408294785409011e-07, 1.1151793774136616e-21, -7.142857142857142e-06]","[0.0, 0.05, 0.0]",902.3920992005936,"[-7.08630292e-06  2.03201444e-05 -1.47358211e-05 -5.22906705e-06
 -3.57142857e-06 -6.18589574e-06]"
120.0,"[-7.086302922932594e-06, 2.0320144409422973e-05, -1.473582108293885e-05, -5.229067046268912e-06, -3.5714285714285697e-06, -6.1858957413174206e-06]","[0.0, 0.05, 0.0]",272.68008330404,"[-1.47337681e-06  2.04521585e-05 -5.02333378e-06 -6.73418040e-07
 -6.18589574e-06 -3.57142857e-06]"
150.0,"[-1.4733768118596698e-06, 2.0452158476253543e-05, -5.0233337808371895e-06, -6.734180403938135e-07, -6.18589574131742e-06, -3.5714285714285735e-06]","[0.0, 0.05, 0.0]",0.0,"[ 9.01780833e-06  1.27005240e-05 -5.84265257e-07  9.30509893e-06
 -7.14285714e-06 -1.73472348e-21]"
180.0,"[9.0178083256138e-06, 1.2700524010603352e-05, -5.842652573214375e-07, 9.305098928309915e-06, -7.142857142857146e-06, -1.734723475976807e-21]","[0.05, 0.0, 0.0]",19.437278207554925,"[ 5.70082591e-06 -6.09430892e-06  7.10179658e-07  5.68651584e-06
 -6.18589574e-06  3.57142857e-06]"
210.0,"[5.700825909559088e-06, -6.094308920909731e-06, 7.10179658353152e-07, 5.6865158399867265e-06, -6.185895741317422e-06, 3.5714285714285718e-06]","[-0.0, -0.05, -0.0]",220.76837667374434,"[-8.73273500e-06  1.87878580e-06 -6.06359150e-06 -7.42863614e-06
 -3.57142857e-06  6.18589574e-06]"
240.0,"[-8.732735000565499e-06, 1.8787858012147722e-06, -6.063591501810795e-06, -7.4286361393496715e-06, -3.5714285714285747e-06, 6.1858957413174206e-06]","[0.0, 0.05, 0.0]",31.90706849844065,"[ 3.68042861e-06 -2.02550580e-06  2.12348584e-06  3.20589340e-06
 -2.23035875e-21  7.14285714e-06]"
270.0,"[3.6804286056423176e-06, -2.025505795451901e-06, 2.123485839698457e-06, 3.2058933955202154e-06, -2.2303587548273233e-21, 7.142857142857145e-06]","[0.05, 0.0, 0.0]",6.934329736103905,"[ 3.59416330e-06 -1.73275408e-05  6.91705615e-06  1.47228605e-06
  3.57142857e-06  6.18589574e-06]"
