time,action,reward,entropy
0.0,"[0.0, 0.0, 0.0]",759.0627722670524,5545.177444479563
30.0,"[0.0, 0.0, 0.0]",0.0,4786.11467221251
60.0,"[0.0, 0.0, 0.0]",1955.9916079924014,4786.11467221251
90.0,"[0.0, 0.0, 0.0]",24.252146966510736,2830.123064220109
120.0,"[0.0, 0.0, 0.0]",1054.8207415821794,2805.8709172535982
