time,action,reward,entropy
0.0,"[0.0, 0.01, 0.0]",733.4373779478176,5545.177444479563
30.0,"[-0.0, -0.0, -0.05]",1956.5950853663207,4811.739966531745
60.0,"[-0.01, -0.0, -0.0]",1627.553933767899,2855.1443811654244
90.0,"[0.0, 0.01, 0.0]",84.01271505421684,1227.5903473975254
120.0,"[0.0, 0.0, 0.05]",489.36311898420536,1143.5775323433086
