time,action,reward,entropy
0.0,"[-0.01, -0.0, -0.0]",876.1079355089607,5545.177444479563
30.0,"[-0.01, -0.0, -0.0]",515.334963371751,4669.069408970602
60.0,"[-0.05, -0.0, -0.0]",632.0119222573668,4153.734345598851
90.0,"[-0.01, -0.0, -0.0]",122.61491924650474,3521.7219233414844
120.0,"[0.0, 0.0, 0.01]",-0.0001,3399.1069040949797
