step,entropy
0,5545.177444479563
1,5277.843292932954
2,5108.146285181519
3,4968.876300619632
4,4833.7709143412885
5,4759.652186471463
6,4674.432815421731
7,4604.435815299121
8,4555.934950793142
9,4479.741354290194
10,4431.24048964126
11,4389.658520430441
12,4331.45988323979
13,4260.100596468537
14,4214.355171997394
15,4174.163498704071
16,4129.119795191674
17,4082.002938206415
18,4042.5089851297507
19,4007.8739210905082
20,3991.2315302456473
