time,step,action,reward,entropy,state,next_state
0.0,1,"[0.0, 0.0, 0.0]",0.4319195814437225,1623.171630859375,"[0.0, 2.9283718515730706e-05, 1.3016879875001785e-05, -5.589164805036873e-07, 7.434193677319327e-06, 2.964877540267291e-07]","[0.0, 2.9283718515730706e-05, 1.3016879875001785e-05, -5.589164805036873e-07, 7.434193677319327e-06, 2.964877540267291e-07]"
120.0,2,"[0.05, 0.0, 0.0]",0.12274982082234086,1129.574951171875,"[0.0, 2.9283718515730706e-05, 1.3016879875001785e-05, -5.589164805036873e-07, 7.434193677319327e-06, 2.964877540267291e-07]","[0.0, 1.6031758033143806e-05, 1.704242732923345e-05, -5.821860699449976e-06, 7.434193677319327e-06, 2.964877540267291e-07]"
240.0,3,"[0.01, 0.0, 0.0]",0.052253214175490545,951.6993408203125,"[0.0, 1.6031758033143806e-05, 1.704242732923345e-05, -5.821860699449976e-06, 7.434193677319327e-06, 2.964877540267291e-07]","[0.0, 1.3381365936626425e-05, 1.7976594164316186e-05, -6.761795213419943e-06, 7.434193677319327e-06, 2.964877540267291e-07]"
360.0,4,"[0.0, 0.05, 0.0]",-0.009934696279769381,837.2210693359375,"[0.0, 1.3381365936626425e-05, 1.7976594164316186e-05, -6.761795213419943e-06, 7.434193677319327e-06, 2.964877540267291e-07]","[1.32519604825869e-05, 1.0802457861238379e-05, 2.6092324275599144e-05, 3.7143386819089995e-06, 7.434193677319327e-06, 2.964877540267291e-07]"
480.0,5,"[-0.0, -0.0, -0.01]",0.008951540688623234,783.0709838867188,"[1.32519604825869e-05, 1.0802457861238379e-05, 2.6092324275599144e-05, 3.7143386819089995e-06, 7.434193677319327e-06, 2.964877540267291e-07]","[1.32519604825869e-05, 8.231071885397074e-06, 2.6092324275599144e-05, 3.7143386819089995e-06, 6.764544302901206e-06, -8.470656035661155e-07]"
600.0,6,"[-0.0, -0.01, -0.0]",0.003134376066991424,745.542236328125,"[1.32519604825869e-05, 8.231071885397074e-06, 2.6092324275599144e-05, 3.7143386819089995e-06, 6.764544302901206e-06, -8.470656035661155e-07]","[1.0601568386069519e-05, 6.176352135836074e-06, 2.5059253718070582e-05, 1.273571694167355e-06, 6.764544302901206e-06, -8.470656035661155e-07]"
720.0,7,"[-0.0, -0.0, -0.05]",-0.030338626977918,689.3639526367188,"[1.0601568386069519e-05, 6.176352135836074e-06, 2.5059253718070582e-05, 1.273571694167355e-06, 6.764544302901206e-06, -8.470656035661155e-07]","[1.0601568386069519e-05, 4.119236539869067e-06, 2.5059253718070582e-05, 1.273571694167355e-06, 4.99059729297024e-06, -7.231165083051706e-06]"
840.0,8,"[0.05, 0.0, 0.0]",-0.03542472624353739,647.7181396484375,"[1.0601568386069519e-05, 4.119236539869067e-06, 2.5059253718070582e-05, 1.273571694167355e-06, 4.99059729297024e-06, -7.231165083051706e-06]","[1.0601568386069519e-05, -1.1189839538684839e-05, 3.1618851014665694e-05, 3.379983595145689e-07, 4.99059729297024e-06, -7.231165083051706e-06]"
960.0,9,"[0.0, 0.0, 0.05]",-0.03252441071313221,597.7852783203125,"[1.0601568386069519e-05, -1.1189839538684839e-05, 3.1618851014665694e-05, 3.379983595145689e-07, 4.99059729297024e-06, -7.231165083051706e-06]","[1.0601568386069519e-05, -1.3246955134651846e-05, 3.1618851014665694e-05, 3.379983595145689e-07, 5.07216265865299e-06, -6.056868928278301e-07]"
1080.0,10,"[0.0, 0.05, 0.0]",-0.035194217645573095,555.4808349609375,"[1.0601568386069519e-05, -1.3246955134651846e-05, 3.1618851014665694e-05, 3.379983595145689e-07, 5.07216265865299e-06, -6.056868928278301e-07]","[2.385352886865642e-05, -1.7893646269408973e-05, 3.0071239743046444e-05, 1.3499280819214378e-05, 5.07216265865299e-06, -6.056868928278301e-07]"
1200.0,11,"[-0.0, -0.05, -0.0]",-0.041017384761508305,529.8148803710938,"[2.385352886865642e-05, -1.7893646269408973e-05, 3.0071239743046444e-05, 1.3499280819214378e-05, 5.07216265865299e-06, -6.056868928278301e-07]","[1.0601568386069519e-05, -1.993164268610465e-05, 3.330373100529382e-05, 6.47609454308598e-07, 5.07216265865299e-06, -6.056868928278301e-07]"
1320.0,12,"[-0.01, -0.0, -0.0]",-0.0017465062492587665,506.23223876953125,"[1.0601568386069519e-05, -1.993164268610465e-05, 3.330373100529382e-05, 6.47609454308598e-07, 5.07216265865299e-06, -6.056868928278301e-07]","[1.0601568386069519e-05, -1.9338366185554274e-05, 3.20710013069795e-05, 1.6127412018786045e-07, 5.07216265865299e-06, -6.056868928278301e-07]"
1440.0,13,"[-0.01, -0.0, -0.0]",0.004311452383173944,465.3402404785156,"[1.0601568386069519e-05, -1.9338366185554274e-05, 3.20710013069795e-05, 1.6127412018786045e-07, 5.07216265865299e-06, -6.056868928278301e-07]","[1.0601568386069519e-05, -1.87450896850039e-05, 3.0911309097561426e-05, -4.800203096456383e-07, 5.07216265865299e-06, -6.056868928278301e-07]"
1560.0,14,"[0.0, 0.01, 0.0]",0.009891080575432856,408.505615234375,"[1.0601568386069519e-05, -1.87450896850039e-05, 3.0911309097561426e-05, -4.800203096456383e-07, 5.07216265865299e-06, -6.056868928278301e-07]","[1.32519604825869e-05, -2.1320426828492593e-05, 2.9340235289781016e-05, 1.6545300776228754e-06, 5.07216265865299e-06, -6.056868928278301e-07]"
1680.0,15,"[-0.0, -0.05, -0.0]",-0.03131539941836044,355.1182556152344,"[1.32519604825869e-05, -2.1320426828492593e-05, 2.9340235289781016e-05, 1.6545300776228754e-06, 5.07216265865299e-06, -6.056868928278301e-07]","[0.0, -2.1301119842237403e-05, 3.850675860432427e-05, -7.915700168091169e-06, 5.07216265865299e-06, -6.056868928278301e-07]"
1800.0,16,"[-0.0, -0.01, -0.0]",0.007473826988718216,305.1904296875,"[0.0, -2.1301119842237403e-05, 3.850675860432427e-05, -7.915700168091169e-06, 5.07216265865299e-06, -6.056868928278301e-07]","[-2.65039209651738e-06, -2.0783125324784547e-05, 4.057165790982182e-05, -9.577256403503477e-06, 5.07216265865299e-06, -6.056868928278301e-07]"
1920.0,17,"[0.0, 0.0, 0.0]",0.006561046691459318,286.443603515625,"[-2.65039209651738e-06, -2.0783125324784547e-05, 4.057165790982182e-05, -9.577256403503477e-06, 5.07216265865299e-06, -6.056868928278301e-07]","[-2.65039209651738e-06, -2.0268837906675342e-05, 4.057165790982182e-05, -9.577256403503477e-06, 5.07216265865299e-06, -6.056868928278301e-07]"
2040.0,18,"[0.05, 0.0, 0.0]",-0.04272034152611859,265.64349365234375,"[-2.65039209651738e-06, -2.0268837906675342e-05, 4.057165790982182e-05, -9.577256403503477e-06, 5.07216265865299e-06, -6.056868928278301e-07]","[-2.65039209651738e-06, -3.300651097115304e-05, 4.326656173476501e-05, -3.5240665392816576e-06, 5.07216265865299e-06, -6.056868928278301e-07]"
2160.0,19,"[0.0, 0.01, 0.0]",-0.006360272228710328,255.2437286376953,"[-2.65039209651738e-06, -3.300651097115304e-05, 4.326656173476501e-05, -3.5240665392816576e-06, 5.07216265865299e-06, -6.056868928278301e-07]","[0.0, -3.3009398912053274e-05, 4.072645917396653e-05, -2.767457494988099e-06, 5.07216265865299e-06, -6.056868928278301e-07]"
2280.0,20,"[0.0, 0.05, 0.0]",-0.04927030176012785,253.1587677001953,"[0.0, -3.3009398912053274e-05, 4.072645917396653e-05, -2.767457494988099e-06, 5.07216265865299e-06, -6.056868928278301e-07]","[1.32519604825869e-05, -3.559334164579515e-05, 2.7644050582364437e-05, -6.543928782713151e-07, 5.07216265865299e-06, -6.056868928278301e-07]"
2400.0,21,"[0.0, 0.05, 0.0]",-0.04951327461227732,251.76805114746094,"[1.32519604825869e-05, -3.559334164579515e-05, 2.7644050582364437e-05, -6.543928782713151e-07, 5.07216265865299e-06, -6.056868928278301e-07]","[2.65039209651738e-05, -4.074649238259234e-05, 1.4398365322084509e-05, -2.4662012581239914e-07, 5.07216265865299e-06, -6.056868928278301e-07]"
2520.0,22,"[-0.01, -0.0, -0.0]",-0.009514251886705719,250.380126953125,"[2.65039209651738e-05, -4.074649238259234e-05, 1.4398365322084509e-05, -2.4662012581239914e-07, 5.07216265865299e-06, -6.056868928278301e-07]","[2.65039209651738e-05, -4.323878704658304e-05, 1.4528798659159664e-05, -1.5653815564358032e-06, 5.07216265865299e-06, -6.056868928278301e-07]"
2640.0,23,"[-0.0, -0.01, -0.0]",-0.00878746410892908,246.91555786132812,"[2.65039209651738e-05, -4.323878704658304e-05, 1.4528798659159664e-05, -1.5653815564358032e-06, 5.07216265865299e-06, -6.056868928278301e-07]","[2.385352886865642e-05, -4.786606212157218e-05, 1.7110631888897588e-05, -9.664529804746716e-07, 5.07216265865299e-06, -6.056868928278301e-07]"
2760.0,24,"[0.01, 0.0, 0.0]",-0.00975663730613866,246.22019958496094,"[2.385352886865642e-05, -4.786606212157218e-05, 1.7110631888897588e-05, -9.664529804746716e-07, 5.07216265865299e-06, -6.056868928278301e-07]","[2.385352886865642e-05, -5.514488763695825e-05, 1.664714097458468e-05, 2.7504641085414963e-07, 5.07216265865299e-06, -6.056868928278301e-07]"
