time,action,reward,entropy
0.0,"[0.0, 0.0, 0.0]",957.1393715995127,5545.177444479563
30.0,"[0.0, 0.05, 0.0]",40.16888028420554,4588.03807288005
60.0,"[-0.0, -0.0, -0.01]",2436.5619590663473,4547.868692595845
90.0,"[0.0, 0.01, 0.0]",140.7320824445844,2111.306633529497
120.0,"[-0.0, -0.0, -0.01]",25.726995185145118,1970.5744510849127
